park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Katmai NP & PRES,Olympic NP,0.5641,0.1025,0.7438,0.2052,0.1359,0.2699,0.4338,0.3375,0.6912,0.5869,0.1331,0.1410,0.5240
Katmai NP & PRES,Petrified Forest NP,0.3780,0.1115,0.9483,0.3455,0.1510,0.3607,0.5531,0.3619,0.9570,0.8700,0.1836,0.2814,0.8631
Katmai NP & PRES,Pinnacles NP,0.3780,0.0987,0.9457,0.3293,0.1541,0.3738,0.5394,0.3561,0.9556,0.8648,0.1550,0.2327,0.8548
Katmai NP & PRES,Redwood NP,0.3273,0.1263,0.9356,0.2825,0.1597,0.3156,0.4915,0.3159,0.9467,0.8393,0.1588,0.2042,0.8307
Katmai NP & PRES,Rocky Mountain NP,0.3563,0.0615,0.8268,0.2332,0.1066,0.2184,0.4503,0.2668,0.8037,0.5702,0.1279,0.1161,0.6440
Katmai NP & PRES,Saguaro NP,0.4009,0.0137,0.9232,0.2874,0.0746,0.2813,0.4859,0.2681,0.9496,0.8470,0.0925,0.1464,0.8384
Katmai NP & PRES,Sequoia NP,0.5071,0.1131,0.7637,0.1963,0.1535,0.2086,0.3364,0.2661,0.2965,0.3014,0.1381,0.1381,0.5435
Katmai NP & PRES,Shenandoah NP,0.3904,0.0725,0.7995,0.1451,0.1088,0.2874,0.3750,0.2760,0.8147,0.6329,0.1160,0.1426,0.6111
Katmai NP & PRES,Theodore Roosevelt NP,0.5500,0.1028,0.9435,0.3047,0.1483,0.3830,0.5157,0.3044,0.9486,0.8425,0.1509,0.2098,0.8484
Katmai NP & PRES,Virgin Islands NP,0.5855,0.0041,0.6734,0.2562,0.1180,0.3833,0.5429,0.3688,0.9563,0.8668,0.1265,0.1478,0.8471
Katmai NP & PRES,Voyageurs NP,0.4949,0.2240,0.9490,0.3857,0.2561,0.3453,0.4423,0.3434,0.9324,0.8734,0.2311,0.3135,0.8638
Katmai NP & PRES,Wind Cave NP,0.4193,0.1039,0.9474,0.3436,0.1524,0.3700,0.5428,0.3492,0.9547,0.8640,0.1694,0.2596,0.8594
Katmai NP & PRES,Wrangell-St. Elias NP & PRES,0.5641,0.9943,0.9207,0.9752,0.9915,0.9659,0.9412,0.9574,0.9287,0.8926,0.9921,0.9847,0.8928
Katmai NP & PRES,Yellowstone NP,0.5203,0.1557,0.5713,0.1834,0.1668,0.2320,0.3315,0.2525,0.6054,0.3767,0.1784,0.1528,0.3747
Katmai NP & PRES,Yosemite NP,0.4949,0.0721,0.6189,0.2353,0.1404,0.3058,0.3916,0.3204,0.6408,0.0790,0.1021,0.1827,0.2647
Katmai NP & PRES,Zion NP,0.5040,0.0493,0.8963,0.3258,0.1155,0.2425,0.4860,0.2458,0.8833,0.6147,0.1087,0.2339,0.7602
Kenai Fjords NP,Acadia NP,0.7819,0.1306,0.9288,0.3581,0.1429,0.7268,0.7259,0.5341,0.7760,0.6023,0.5155,0.2621,0.8219
Kenai Fjords NP,Arches NP,0.4743,0.1412,0.9887,0.7708,0.4195,0.8713,0.9066,0.7736,0.9920,0.9389,0.5021,0.6179,0.9708
Kenai Fjords NP,Badlands NP,0.5052,0.2926,0.9970,0.8557,0.5213,0.8176,0.9523,0.8530,0.9926,0.9872,0.5701,0.7279,0.9906
Kenai Fjords NP,Big Bend NP,0.6030,0.2037,0.9095,0.6182,0.4800,0.6625,0.6911,0.4687,0.9748,0.9224,0.3526,0.5987,0.3374
Kenai Fjords NP,Biscayne NP,0.5669,0.1455,0.9957,0.8495,0.4382,0.8994,0.9680,0.8933,0.9982,0.9937,0.5679,0.7330,0.9902
Kenai Fjords NP,Black Canyon of the Gunnison NP,0.4330,0.1663,0.9959,0.7957,0.4433,0.9016,0.9103,0.6523,0.9920,0.9859,0.4979,0.6280,0.9874
Kenai Fjords NP,Bryce Canyon NP,0.7538,0.1119,0.9894,0.8105,0.3990,0.6690,0.8996,0.7317,0.9787,0.8131,0.5317,0.6132,0.9671
Kenai Fjords NP,Canyonlands NP,0.5774,0.1128,0.9410,0.5763,0.2195,0.4457,0.6083,0.4921,0.9438,0.8887,0.2288,0.3214,0.8369
Kenai Fjords NP,Capitol Reef NP,0.5303,0.2084,0.9893,0.8066,0.4041,0.7950,0.9059,0.6701,0.9892,0.9398,0.5146,0.6374,0.9685
Kenai Fjords NP,Carlsbad Caverns NP,0.5534,0.1050,0.9975,0.8178,0.4470,0.8743,0.9706,0.9161,0.9982,0.9939,0.5376,0.7796,0.9935
Kenai Fjords NP,Channel Islands NP,0.6875,0.2171,0.9960,0.8036,0.4558,0.8048,0.9110,0.8029,0.9939,0.9881,0.3954,0.5709,0.9875
Kenai Fjords NP,Congaree NP,0.6455,0.1840,0.9976,0.8593,0.5069,0.9038,0.9564,0.7608,0.9976,0.9922,0.5211,0.7494,0.9923
Kenai Fjords NP,Crater Lake NP,0.7298,0.1921,0.9881,0.6471,0.3154,0.6817,0.8748,0.7357,0.9795,0.9420,0.4114,0.4707,0.9648
Kenai Fjords NP,Cuyahoga Valley NP,0.5547,0.0303,0.9888,0.7853,0.2538,0.5049,0.9222,0.7959,0.9860,0.9597,0.4857,0.4542,0.9647
Kenai Fjords NP,Death Valley NP,0.5345,0.3315,0.6113,0.6226,0.5530,0.5654,0.5223,0.4208,0.9108,0.7676,0.5601,0.7506,0.5168
Kenai Fjords NP,Denali NP & PRES,0.7100,0.9633,0.8901,0.6551,0.8566,0.7114,0.6602,0.6529,0.9058,0.7855,0.8643,0.7236,0.7657
Kenai Fjords NP,Dry Tortugas NP,0.7217,0.2282,0.9979,0.8758,0.5776,0.8947,0.9624,0.7718,0.9977,0.9926,0.5681,0.7836,0.9931
Kenai Fjords NP,Everglades NP,0.7100,0.1438,0.6857,0.5893,0.4162,0.6035,0.7703,0.5287,0.9788,0.9289,0.4507,0.4516,0.9620
Kenai Fjords NP,Gates of the Arctic NP & PRES,0.3780,0.9670,0.6566,0.5644,0.8406,0.5016,0.4060,0.4737,0.6947,0.5113,0.8494,0.6766,0.4986
Kenai Fjords NP,Gateway Arch NP,0.3750,0.0962,0.9950,0.7533,0.3131,0.5616,0.9391,0.6786,0.9911,0.9868,0.4891,0.5154,0.9766
Kenai Fjords NP,Glacier Bay NP & PRES,0.7500,0.9819,0.9746,0.7751,0.9095,0.7127,0.8509,0.8092,0.9769,0.9362,0.9077,0.8130,0.9320
Kenai Fjords NP,Glacier NP,0.7500,0.1828,0.7717,0.2487,0.2062,0.5124,0.6696,0.6312,0.7643,0.5418,0.2738,0.2039,0.5827
Kenai Fjords NP,Grand Canyon NP,0.6309,0.0889,0.9421,0.7673,0.3990,0.4690,0.7661,0.7082,0.8057,0.8110,0.3482,0.2262,0.8263
Kenai Fjords NP,Grand Teton NP,0.7462,0.1396,0.8128,0.2939,0.1790,0.2859,0.6650,0.5798,0.7844,0.6858,0.2750,0.1835,0.6314
Kenai Fjords NP,Great Basin NP,0.7267,0.2073,0.9942,0.8052,0.2731,0.5069,0.8610,0.5236,0.9854,0.9636,0.4174,0.7409,0.9828
Kenai Fjords NP,Great Sand Dunes NP & PRES,0.7144,0.2444,0.9968,0.5271,0.5110,0.9067,0.8880,0.6229,0.9954,0.9895,0.4693,0.6521,0.9900
Kenai Fjords NP,Great Smoky Mountains NP,0.6013,0.0978,0.7736,0.6765,0.3451,0.5110,0.7430,0.5991,0.7100,0.4796,0.4706,0.2814,0.6702
Kenai Fjords NP,Guadalupe Mountains NP,0.5000,0.2355,0.9929,0.7911,0.4766,0.8337,0.9057,0.6886,0.9952,0.9834,0.4195,0.6539,0.9734
Kenai Fjords NP,Haleakala NP,0.5103,0.0624,0.9889,0.8237,0.3348,0.8039,0.9659,0.9034,0.9980,0.9921,0.5126,0.5732,0.9793
Kenai Fjords NP,Hawaii Volcanoes NP,0.5534,0.0330,0.9666,0.7794,0.3525,0.7688,0.5346,0.6476,0.9227,0.8916,0.4992,0.4344,0.9711
Kenai Fjords NP,Hot Springs NP,0.5000,0.1117,0.9846,0.8239,0.2336,0.8228,0.9545,0.8959,0.9928,0.9798,0.5462,0.5932,0.9681
Kenai Fjords NP,Indiana Dunes NP,0.6929,0.0452,0.9956,0.7740,0.3182,0.7558,0.9457,0.7817,0.9651,0.9651,0.4880,0.6903,0.9802
Kenai Fjords NP,Isle Royale NP,0.6934,0.3285,0.9896,0.6529,0.4106,0.7008,0.7222,0.6831,0.9792,0.9727,0.3983,0.5377,0.9685
Kenai Fjords NP,Joshua Tree NP,0.6013,0.2104,0.7431,0.7124,0.3956,0.7621,0.6550,0.5708,0.9394,0.8079,0.3379,0.7293,0.6807
Kenai Fjords NP,Katmai NP & PRES,0.6614,0.9803,0.9659,0.7482,0.8941,0.7246,0.7261,0.6506,0.9712,0.9150,0.8972,0.7955,0.9108
Kenai Fjords NP,Kenai Fjords NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Kenai Fjords NP,Kings Canyon NP,0.7826,0.1306,0.9108,0.3349,0.3723,0.6973,0.5793,0.2451,0.8324,0.7836,0.2961,0.3275,0.7874
Kenai Fjords NP,Kobuk Valley NP,0.6030,0.3404,0.9987,0.9265,0.7732,0.9314,0.9686,0.7805,0.9982,0.9945,0.7818,0.8331,0.9959
Kenai Fjords NP,Lake Clark NP & PRES,0.8030,0.9765,0.9802,0.7952,0.9036,0.7780,0.7948,0.7026,0.9830,0.9523,0.9054,0.8245,0.9454
Kenai Fjords NP,Lassen Volcanic NP,0.7462,0.1483,0.9863,0.5890,0.2885,0.7334,0.7932,0.4587,0.9431,0.9137,0.3326,0.4357,0.9583
Kenai Fjords NP,Mammoth Cave NP,0.3953,0.1742,0.9926,0.7393,0.4949,0.8463,0.8706,0.6211,0.9886,0.9704,0.4233,0.5981,0.9769
Kenai Fjords NP,Mesa Verde NP,0.6187,0.1447,0.9865,0.6485,0.3922,0.6828,0.7654,0.5725,0.9773,0.9311,0.3802,0.4344,0.9601
Kenai Fjords NP,Mount Rainier NP,0.6784,0.1502,0.9273,0.4345,0.1992,0.5114,0.7195,0.5191,0.8360,0.8500,0.2374,0.2656,0.8248
Kenai Fjords NP,National Park of American Samoa,0.2041,0.1919,0.9978,0.8711,0.5506,0.9053,0.9602,0.7763,0.9975,0.9922,0.2926,0.7752,0.9933
Kenai Fjords NP,North Cascades NP,0.4854,0.2488,0.9742,0.4917,0.3010,0.5454,0.7138,0.6192,0.9647,0.9438,0.2941,0.3914,0.9257
Kenai Fjords NP,Olympic NP,0.7995,0.1550,0.7673,0.3668,0.2810,0.5613,0.6643,0.6099,0.7161,0.6532,0.2747,0.2283,0.5693
Kenai Fjords NP,Petrified Forest NP,0.5000,0.1643,0.9974,0.8536,0.4055,0.8527,0.9721,0.9358,0.9984,0.9946,0.5736,0.7406,0.9942
Kenai Fjords NP,Pinnacles NP,0.5833,0.1439,0.9943,0.7753,0.3855,0.8077,0.9058,0.7022,0.9953,0.9838,0.3869,0.5884,0.9831
Kenai Fjords NP,Redwood NP,0.5052,0.1562,0.9794,0.5460,0.2849,0.5916,0.7814,0.5905,0.9832,0.9455,0.2944,0.3866,0.9433
Kenai Fjords NP,Rocky Mountain NP,0.6482,0.0976,0.8623,0.5146,0.2474,0.5254,0.7792,0.6436,0.8420,0.6646,0.3911,0.2335,0.7246
Kenai Fjords NP,Saguaro NP,0.4419,0.0385,0.9725,0.7544,0.2685,0.6914,0.8524,0.6567,0.9916,0.9710,0.3625,0.4579,0.9696
Kenai Fjords NP,Sequoia NP,0.7826,0.1541,0.7871,0.3208,0.3514,0.4022,0.4993,0.3680,0.3039,0.3265,0.3094,0.2109,0.5888
Kenai Fjords NP,Shenandoah NP,0.5809,0.1195,0.8334,0.2691,0.2656,0.6306,0.5839,0.4735,0.8452,0.7122,0.3820,0.3375,0.6868
Kenai Fjords NP,Theodore Roosevelt NP,0.7276,0.1653,0.9915,0.6960,0.3725,0.8639,0.8731,0.7970,0.9902,0.9646,0.4546,0.5213,0.9746
Kenai Fjords NP,Virgin Islands NP,0.6455,0.0119,0.7099,0.6766,0.4745,0.9127,0.9684,0.8106,0.9980,0.9932,0.5490,0.4896,0.9812
Kenai Fjords NP,Voyageurs NP,0.7638,0.2571,0.9944,0.7558,0.4075,0.6637,0.6852,0.6895,0.9674,0.9853,0.3986,0.6041,0.9830
Kenai Fjords NP,Wind Cave NP,0.4854,0.1670,0.9972,0.8492,0.4674,0.8777,0.9632,0.9075,0.9973,0.9910,0.5224,0.7191,0.9916
Kenai Fjords NP,Wrangell-St. Elias NP & PRES,0.6929,0.9702,0.7898,0.5999,0.8522,0.5491,0.4748,0.5004,0.8170,0.6409,0.8595,0.6990,0.6308
Kenai Fjords NP,Yellowstone NP,0.7456,0.1850,0.5686,0.1908,0.2094,0.4315,0.4958,0.4981,0.6186,0.4061,0.3022,0.1228,0.3674
Kenai Fjords NP,Yosemite NP,0.7092,0.1422,0.6416,0.5430,0.4677,0.6964,0.6219,0.7100,0.6624,0.0841,0.3203,0.4916,0.2829
Kenai Fjords NP,Zion NP,0.5833,0.1326,0.9417,0.8447,0.4436,0.6769,0.8676,0.6533,0.9260,0.7253,0.4351,0.7341,0.8725
Kings Canyon NP,Acadia NP,0.6994,0.6942,0.9502,0.7217,0.5941,0.8027,0.7939,0.8443,0.8905,0.7095,0.6590,0.7010,0.8840
Kings Canyon NP,Arches NP,0.6364,0.7807,0.9488,0.4734,0.5983,0.8279,0.7499,0.3779,0.8587,0.8785,0.7230,0.6090,0.8857
Kings Canyon NP,Badlands NP,0.6455,0.4868,0.9205,0.4725,0.6247,0.7407,0.6141,0.3848,0.8510,0.8141,0.5904,0.5464,0.8127
Kings Canyon NP,Big Bend NP,0.6068,0.3081,0.9106,0.4853,0.7728,0.9349,0.9206,0.5767,0.8964,0.9474,0.9610,0.7317,0.4772
Kings Canyon NP,Biscayne NP,0.4226,0.2517,0.9140,0.3650,0.4890,0.7188,0.5986,0.2273,0.8329,0.7916,0.4540,0.4464,0.7980
Kings Canyon NP,Black Canyon of the Gunnison NP,0.3873,0.4027,0.9184,0.4531,0.5808,0.7720,0.6941,0.7642,0.8628,0.7947,0.5042,0.4896,0.8079
Kings Canyon NP,Bryce Canyon NP,0.7416,0.4932,0.9304,0.4671,0.5114,0.6403,0.6438,0.5890,0.8787,0.7633,0.5843,0.6106,0.8368
Kings Canyon NP,Canyonlands NP,0.5164,0.9850,0.9942,0.7439,0.7098,0.7597,0.8950,0.4254,0.8748,0.9670,0.6098,0.9025,0.9877
Kings Canyon NP,Capitol Reef NP,0.7379,0.9526,0.9566,0.6190,0.5408,0.7766,0.7869,0.8019,0.8872,0.8820,0.7383,0.8382,0.9052
Kings Canyon NP,Carlsbad Caverns NP,0.7071,0.3628,0.9145,0.3491,0.5566,0.7626,0.6039,0.2339,0.8329,0.7923,0.4826,0.4760,0.7974
Kings Canyon NP,Channel Islands NP,0.6149,0.6227,0.9308,0.5309,0.7271,0.8700,0.7120,0.2267,0.8247,0.8285,0.5757,0.6793,0.8332
Kings Canyon NP,Congaree NP,0.6351,0.7630,0.9212,0.4958,0.8143,0.8356,0.6669,0.2557,0.8357,0.8060,0.7108,0.6122,0.8145
Kings Canyon NP,Crater Lake NP,0.6994,0.6580,0.9400,0.6717,0.6825,0.7980,0.7079,0.2751,0.8566,0.8479,0.6176,0.6871,0.8582
Kings Canyon NP,Cuyahoga Valley NP,0.4961,0.3594,0.9281,0.4903,0.4265,0.5691,0.5933,0.2323,0.8512,0.8284,0.4751,0.5468,0.8256
Kings Canyon NP,Death Valley NP,0.7171,0.3996,0.6446,0.4764,0.7481,0.7404,0.6973,0.3230,0.8701,0.8667,0.7370,0.5238,0.6019
Kings Canyon NP,Denali NP & PRES,0.7506,0.1625,0.8150,0.2162,0.1824,0.4653,0.4680,0.4740,0.7853,0.6444,0.1491,0.1900,0.6111
Kings Canyon NP,Dry Tortugas NP,0.5164,0.1879,0.9101,0.3321,0.5466,0.6986,0.6070,0.3688,0.8300,0.7784,0.5263,0.3821,0.7888
Kings Canyon NP,Everglades NP,0.6351,0.2141,0.6900,0.5114,0.5697,0.6588,0.6532,0.2591,0.8504,0.8373,0.4925,0.5329,0.8428
Kings Canyon NP,Gates of the Arctic NP & PRES,0.2535,0.0392,0.5637,0.0653,0.0503,0.0997,0.1318,0.0306,0.5388,0.3427,0.0415,0.0552,0.3321
Kings Canyon NP,Gateway Arch NP,0.4472,0.3219,0.9111,0.2950,0.3848,0.5180,0.5335,0.1436,0.8376,0.7906,0.3732,0.3794,0.7830
Kings Canyon NP,Glacier Bay NP & PRES,0.7603,0.0847,0.8808,0.1890,0.1597,0.4784,0.4758,0.1775,0.8194,0.7149,0.1171,0.1581,0.7169
Kings Canyon NP,Glacier NP,0.7603,0.8353,0.9195,0.8373,0.7388,0.8063,0.8562,0.7916,0.8899,0.8211,0.7232,0.7852,0.8672
Kings Canyon NP,Grand Canyon NP,0.6669,0.3199,0.9440,0.4489,0.5978,0.6308,0.8114,0.6606,0.8124,0.8835,0.6422,0.4862,0.7931
Kings Canyon NP,Grand Teton NP,0.7151,0.7015,0.9055,0.7185,0.6345,0.5856,0.6834,0.2683,0.8472,0.8154,0.5933,0.6640,0.8215
Kings Canyon NP,Great Basin NP,0.9000,0.6145,0.9291,0.5344,0.6439,0.5024,0.7466,0.8845,0.8772,0.8346,0.6823,0.5188,0.8366
Kings Canyon NP,Great Sand Dunes NP & PRES,0.8216,0.5616,0.9222,0.4806,0.5501,0.7997,0.7495,0.7959,0.8578,0.8161,0.6607,0.5797,0.8179
Kings Canyon NP,Great Smoky Mountains NP,0.7769,0.8082,0.9477,0.7985,0.8121,0.8041,0.8940,0.6730,0.8810,0.7917,0.8630,0.7548,0.8954
Kings Canyon NP,Guadalupe Mountains NP,0.6708,0.8163,0.9408,0.4600,0.8480,0.9019,0.7938,0.4440,0.8543,0.8572,0.8974,0.7775,0.8483
Kings Canyon NP,Haleakala NP,0.4564,0.2458,0.9158,0.4050,0.5013,0.7289,0.6409,0.4302,0.8426,0.8103,0.4966,0.4613,0.8069
Kings Canyon NP,Hawaii Volcanoes NP,0.5657,0.2506,0.9111,0.4454,0.5859,0.9144,0.7628,0.1825,0.7687,0.7920,0.6605,0.6081,0.8436
Kings Canyon NP,Hot Springs NP,0.4472,0.2117,0.9078,0.3593,0.3601,0.7632,0.6263,0.2782,0.8348,0.8052,0.4279,0.4464,0.7993
Kings Canyon NP,Indiana Dunes NP,0.7151,0.2682,0.9191,0.3563,0.4496,0.6562,0.6026,0.4019,0.8734,0.7835,0.4170,0.5514,0.8029
Kings Canyon NP,Isle Royale NP,0.4961,0.3770,0.9226,0.4786,0.4481,0.6448,0.5711,0.2257,0.7925,0.8067,0.3797,0.4543,0.8173
Kings Canyon NP,Joshua Tree NP,0.7769,0.2989,0.7575,0.4347,0.5410,0.7305,0.8455,0.5093,0.9074,0.8965,0.7959,0.5648,0.7135
Kings Canyon NP,Katmai NP & PRES,0.5071,0.0700,0.8700,0.1649,0.1249,0.3111,0.3622,0.2051,0.7981,0.6934,0.0991,0.1363,0.6934
Kings Canyon NP,Kenai Fjords NP,0.7826,0.1306,0.9108,0.3349,0.3723,0.6973,0.5793,0.2451,0.8324,0.7836,0.2961,0.3275,0.7874
Kings Canyon NP,Kings Canyon NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Kings Canyon NP,Kobuk Valley NP,0.4719,0.2754,0.9172,0.4665,0.7515,0.7724,0.6424,0.2208,0.8317,0.7949,0.6432,0.4985,0.8034
Kings Canyon NP,Lake Clark NP & PRES,0.6156,0.0436,0.8821,0.1623,0.1198,0.3512,0.3985,0.0835,0.8012,0.7199,0.0913,0.1299,0.7178
Kings Canyon NP,Lassen Volcanic NP,0.7628,0.9692,0.9625,0.9213,0.9407,0.9454,0.9085,0.9604,0.9187,0.9020,0.9304,0.9380,0.9193
Kings Canyon NP,Mammoth Cave NP,0.4243,0.6138,0.9340,0.5549,0.6619,0.7882,0.7939,0.8358,0.8758,0.8462,0.7723,0.6421,0.8480
Kings Canyon NP,Mesa Verde NP,0.6325,0.3213,0.9181,0.4288,0.5068,0.7162,0.7103,0.7962,0.8766,0.8113,0.6105,0.4189,0.8060
Kings Canyon NP,Mount Rainier NP,0.6742,0.8719,0.9798,0.8349,0.8070,0.8284,0.9030,0.8998,0.8863,0.9450,0.5170,0.8650,0.9515
Kings Canyon NP,National Park of American Samoa,0.2739,0.3320,0.9113,0.3538,0.5698,0.7311,0.5964,0.1916,0.8271,0.7806,0.5351,0.3844,0.7891
Kings Canyon NP,North Cascades NP,0.6202,0.5323,0.9362,0.5971,0.5333,0.6397,0.6745,0.1692,0.7849,0.8363,0.4603,0.5607,0.8500
Kings Canyon NP,Olympic NP,0.7628,0.9397,0.9511,0.9659,0.8986,0.8968,0.9543,0.7860,0.7853,0.9482,0.8746,0.9124,0.9291
Kings Canyon NP,Petrified Forest NP,0.7267,0.3746,0.9170,0.3845,0.4954,0.7358,0.5932,0.2321,0.8339,0.7996,0.4383,0.5175,0.8018
Kings Canyon NP,Pinnacles NP,0.6708,0.6043,0.9289,0.5733,0.6998,0.8184,0.6982,0.2821,0.8424,0.8249,0.5945,0.6531,0.8341
Kings Canyon NP,Redwood NP,0.5809,0.4918,0.9306,0.5497,0.5436,0.6653,0.6574,0.2864,0.8443,0.8300,0.5047,0.5355,0.8363
Kings Canyon NP,Rocky Mountain NP,0.7906,0.8167,0.9799,0.8969,0.8817,0.8469,0.9177,0.7958,0.9163,0.8656,0.8988,0.9066,0.9542
Kings Canyon NP,Saguaro NP,0.5534,0.4563,0.9331,0.5825,0.7116,0.8985,0.8187,0.3765,0.8637,0.8875,0.7525,0.7484,0.8981
Kings Canyon NP,Sequoia NP,1.0000,0.7016,0.8917,0.7194,0.7803,0.7507,0.8464,0.8645,0.4947,0.5800,0.7826,0.7314,0.8064
Kings Canyon NP,Shenandoah NP,0.8083,0.9438,0.9739,0.9397,0.8878,0.8722,0.9644,0.7770,0.9334,0.9578,0.8901,0.8874,0.9570
Kings Canyon NP,Theodore Roosevelt NP,0.7050,0.9162,0.9490,0.8161,0.9171,0.8972,0.7874,0.5912,0.8859,0.8820,0.7848,0.8777,0.8843
Kings Canyon NP,Virgin Islands NP,0.5196,0.1634,0.6382,0.3347,0.5635,0.7714,0.6041,0.2109,0.8303,0.7865,0.5268,0.4092,0.7862
Kings Canyon NP,Voyageurs NP,0.6831,0.3382,0.9181,0.4373,0.4558,0.6075,0.5144,0.0689,0.7445,0.7974,0.3644,0.4365,0.8060
Kings Canyon NP,Wind Cave NP,0.8062,0.5084,0.9189,0.4549,0.6025,0.7727,0.6192,0.3857,0.8438,0.8084,0.4975,0.5433,0.8086
Kings Canyon NP,Wrangell-St. Elias NP & PRES,0.7151,0.0723,0.6999,0.1099,0.0880,0.1696,0.2028,0.0648,0.6700,0.4696,0.0739,0.0946,0.4584
Kings Canyon NP,Yellowstone NP,0.8208,0.7466,0.7657,0.7397,0.6661,0.7698,0.7663,0.6241,0.7864,0.7220,0.7324,0.6678,0.7026
Kings Canyon NP,Yosemite NP,0.7319,0.9069,0.8502,0.8173,0.8687,0.9517,0.9647,0.5146,0.8091,0.5420,0.9290,0.9267,0.7327
Kings Canyon NP,Zion NP,0.5963,0.5614,0.9358,0.4977,0.5809,0.7298,0.8254,0.7684,0.9265,0.7984,0.7917,0.5841,0.8755
Kobuk Valley NP,Acadia NP,0.5658,0.1465,0.9310,0.4131,0.2434,0.7029,0.7110,0.2588,0.7616,0.5763,0.8185,0.3246,0.8276
Kobuk Valley NP,Arches NP,0.3814,0.2746,0.9915,0.8818,0.7073,0.8991,0.9298,0.4650,0.9921,0.9323,0.8681,0.7692,0.9785
Kobuk Valley NP,Badlands NP,0.5222,0.1954,0.9980,0.9237,0.6949,0.7594,0.9233,0.5021,0.9887,0.9830,0.7574,0.7901,0.9937
Kobuk Valley NP,Big Bend NP,0.4545,0.9041,0.9119,0.7032,0.7794,0.7151,0.7351,0.5874,0.9773,0.9308,0.6301,0.8638,0.3361
Kobuk Valley NP,Biscayne NP,0.6838,0.1309,0.9969,0.9350,0.6232,0.9107,0.9740,0.8763,0.9987,0.9956,0.7799,0.8208,0.9935
Kobuk Valley NP,Black Canyon of the Gunnison NP,0.5222,0.1349,0.9974,0.8706,0.6244,0.9387,0.9450,0.6751,0.9925,0.9891,0.7069,0.7061,0.9917
Kobuk Valley NP,Bryce Canyon NP,0.4545,0.1144,0.9908,0.9052,0.6243,0.5716,0.8831,0.3613,0.9726,0.7863,0.8267,0.7183,0.9705
Kobuk Valley NP,Canyonlands NP,0.5222,0.3090,0.9472,0.7138,0.6023,0.4958,0.7066,0.6135,0.9481,0.8984,0.4757,0.6149,0.8542
Kobuk Valley NP,Capitol Reef NP,0.4975,0.3328,0.9922,0.9298,0.6853,0.7859,0.9278,0.5668,0.9891,0.9362,0.8858,0.8129,0.9766
Kobuk Valley NP,Carlsbad Caverns NP,0.3814,0.2002,0.9994,0.9210,0.7305,0.8689,0.9820,0.8721,0.9995,0.9985,0.8583,0.9347,0.9994
Kobuk Valley NP,Channel Islands NP,0.6784,0.5501,0.9976,0.8966,0.7348,0.8242,0.9486,0.8821,0.9952,0.9940,0.5664,0.7874,0.9930
Kobuk Valley NP,Congaree NP,0.7785,0.5543,0.9997,0.9797,0.8681,0.9608,0.9943,0.9832,0.9998,0.9992,0.9090,0.9350,0.9985
Kobuk Valley NP,Crater Lake NP,0.6287,0.2823,0.9897,0.7156,0.4626,0.6926,0.8662,0.5706,0.9739,0.9301,0.6150,0.5466,0.9699
Kobuk Valley NP,Cuyahoga Valley NP,0.5854,0.1063,0.9910,0.9059,0.4618,0.3864,0.8923,0.4347,0.9816,0.9504,0.8176,0.5919,0.9700
Kobuk Valley NP,Death Valley NP,0.4835,0.2558,0.6095,0.6656,0.7093,0.4880,0.5072,0.3230,0.9045,0.7524,0.7467,0.8319,0.5118
Kobuk Valley NP,Denali NP & PRES,0.4671,0.2455,0.8677,0.3521,0.4370,0.5531,0.5640,0.3543,0.8843,0.7315,0.4373,0.3230,0.7097
Kobuk Valley NP,Dry Tortugas NP,0.6093,0.2579,0.9996,0.9742,0.8538,0.9626,0.9917,0.9572,0.9997,0.9990,0.8318,0.9055,0.9981
Kobuk Valley NP,Everglades NP,0.7006,0.2477,0.6816,0.5988,0.5360,0.5332,0.7492,0.5012,0.9765,0.9271,0.5097,0.5311,0.9618
Kobuk Valley NP,Gates of the Arctic NP & PRES,0.4558,0.2378,0.6197,0.2351,0.3657,0.2293,0.2574,0.2668,0.6643,0.4422,0.3927,0.2527,0.4236
Kobuk Valley NP,Gateway Arch NP,0.4523,0.2119,0.9966,0.8466,0.5143,0.4374,0.9045,0.1824,0.9872,0.9829,0.7658,0.6258,0.9804
Kobuk Valley NP,Glacier Bay NP & PRES,0.6030,0.2698,0.9627,0.4981,0.4889,0.4447,0.7341,0.5137,0.9648,0.9081,0.4947,0.4323,0.8977
Kobuk Valley NP,Glacier NP,0.6030,0.2020,0.7746,0.2977,0.3567,0.5033,0.6921,0.3892,0.7523,0.5243,0.4816,0.2631,0.5887
Kobuk Valley NP,Grand Canyon NP,0.6917,0.6428,0.9445,0.8701,0.7276,0.4200,0.7910,0.5130,0.7951,0.7979,0.5409,0.4872,0.8326
