park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Shenandoah NP,Dry Tortugas NP,0.5217,0.1642,0.8324,0.2616,0.3669,0.6847,0.6225,0.5443,0.8436,0.7061,0.6722,0.4010,0.6847
Shenandoah NP,Everglades NP,0.7333,0.1945,0.6723,0.6415,0.7097,0.7913,0.7797,0.7078,0.8937,0.8419,0.6143,0.7978,0.8067
Shenandoah NP,Gates of the Arctic NP & PRES,0.2928,0.0122,0.5085,0.0332,0.0225,0.0759,0.1184,0.0657,0.5521,0.2978,0.0261,0.0320,0.2776
Shenandoah NP,Gateway Arch NP,0.3873,0.2538,0.8316,0.2051,0.2924,0.4868,0.5180,0.2667,0.8426,0.7203,0.4002,0.4948,0.6791
Shenandoah NP,Glacier Bay NP & PRES,0.6713,0.0726,0.8072,0.1532,0.1224,0.4031,0.4551,0.3073,0.8264,0.6465,0.1264,0.1521,0.6265
Shenandoah NP,Glacier NP,0.6713,0.9647,0.9820,0.9593,0.9032,0.8817,0.8782,0.8141,0.9440,0.8910,0.7480,0.8903,0.9692
Shenandoah NP,Grand Canyon NP,0.7701,0.3247,0.9016,0.4273,0.5838,0.6687,0.7842,0.7526,0.8886,0.8516,0.6762,0.4856,0.7325
Shenandoah NP,Grand Teton NP,0.5505,0.8840,0.9617,0.8854,0.8420,0.7462,0.7867,0.6611,0.8586,0.8821,0.6416,0.8339,0.9324
Shenandoah NP,Great Basin NP,0.6928,0.8107,0.8697,0.5402,0.7756,0.8092,0.7850,0.7905,0.9024,0.8146,0.9057,0.5315,0.7692
Shenandoah NP,Great Sand Dunes NP & PRES,0.7379,0.7702,0.8565,0.6000,0.5456,0.7542,0.7753,0.7876,0.8791,0.7685,0.8996,0.6313,0.7407
Shenandoah NP,Great Smoky Mountains NP,0.7591,0.8057,0.9714,0.7703,0.8281,0.8272,0.8833,0.8336,0.9254,0.8257,0.9075,0.8059,0.8963
Shenandoah NP,Guadalupe Mountains NP,0.6885,0.7895,0.8725,0.3716,0.8369,0.8880,0.8226,0.8189,0.8755,0.7973,0.9690,0.8152,0.7809
Shenandoah NP,Haleakala NP,0.4216,0.2057,0.8358,0.3074,0.4815,0.7145,0.6406,0.6496,0.8563,0.7417,0.5510,0.5955,0.7013
Shenandoah NP,Hawaii Volcanoes NP,0.5715,0.2100,0.8364,0.3550,0.4790,0.8577,0.7897,0.3111,0.7986,0.7411,0.6068,0.6787,0.7501
Shenandoah NP,Hot Springs NP,0.3873,0.1636,0.8326,0.2725,0.3491,0.6576,0.6341,0.5183,0.8492,0.7513,0.5749,0.5161,0.6981
Shenandoah NP,Indiana Dunes NP,0.6055,0.2813,0.8482,0.2928,0.4481,0.6810,0.6083,0.5092,0.8827,0.7271,0.4802,0.7073,0.7148
Shenandoah NP,Isle Royale NP,0.5013,0.6360,0.8752,0.6397,0.6507,0.7842,0.6809,0.6179,0.8696,0.7820,0.5455,0.6618,0.7802
Shenandoah NP,Joshua Tree NP,0.8281,0.2584,0.7104,0.3824,0.5532,0.8734,0.9219,0.8452,0.9630,0.9589,0.8653,0.5593,0.6073
Shenandoah NP,Katmai NP & PRES,0.3904,0.0725,0.7995,0.1451,0.1088,0.2874,0.3750,0.2760,0.8147,0.6329,0.1160,0.1426,0.6111
Shenandoah NP,Kenai Fjords NP,0.5809,0.1195,0.8334,0.2691,0.2656,0.6306,0.5839,0.4735,0.8452,0.7122,0.3820,0.3375,0.6868
Shenandoah NP,Kings Canyon NP,0.8083,0.9438,0.9739,0.9397,0.8878,0.8722,0.9644,0.7770,0.9334,0.9578,0.8901,0.8874,0.9570
Shenandoah NP,Kobuk Valley NP,0.5449,0.2753,0.8399,0.3731,0.5901,0.6928,0.6542,0.5104,0.8455,0.7191,0.7081,0.5115,0.7018
Shenandoah NP,Lake Clark NP & PRES,0.5923,0.0142,0.8037,0.1090,0.0681,0.3003,0.3964,0.2249,0.8172,0.6446,0.1001,0.1111,0.6184
Shenandoah NP,Lassen Volcanic NP,0.7156,0.9853,0.9085,0.9038,0.9672,0.9611,0.9074,0.7993,0.9448,0.8890,0.9751,0.9524,0.8565
Shenandoah NP,Mammoth Cave NP,0.3266,0.8043,0.8789,0.5868,0.7000,0.8651,0.8347,0.8638,0.9044,0.8262,0.9334,0.7807,0.7921
Shenandoah NP,Mesa Verde NP,0.5477,0.5965,0.8726,0.5698,0.6361,0.5682,0.7604,0.7818,0.9086,0.8094,0.7976,0.6597,0.7731
Shenandoah NP,Mount Rainier NP,0.6228,0.9738,0.9765,0.9405,0.9417,0.9434,0.9660,0.8304,0.9487,0.9698,0.6338,0.9715,0.9720
Shenandoah NP,National Park of American Samoa,0.3162,0.2554,0.8329,0.2715,0.3709,0.6522,0.6107,0.4566,0.8405,0.7056,0.7590,0.3966,0.6862
Shenandoah NP,North Cascades NP,0.6445,0.7674,0.9081,0.7775,0.7505,0.7875,0.8193,0.6533,0.8798,0.8270,0.5837,0.7551,0.8481
Shenandoah NP,Olympic NP,0.6055,0.9657,0.9873,0.9843,0.9817,0.9427,0.9889,0.9531,0.9267,0.9894,0.8458,0.9536,0.9835
Shenandoah NP,Petrified Forest NP,0.8391,0.3181,0.8389,0.3145,0.4610,0.7050,0.5929,0.5189,0.8482,0.7274,0.5186,0.5864,0.7009
Shenandoah NP,Pinnacles NP,0.6885,0.7623,0.8683,0.6106,0.7883,0.8611,0.7765,0.7239,0.8673,0.7792,0.7193,0.8203,0.7674
Shenandoah NP,Redwood NP,0.6708,0.7228,0.8945,0.7176,0.7476,0.8074,0.7870,0.7298,0.8904,0.8268,0.6343,0.7628,0.8176
Shenandoah NP,Rocky Mountain NP,0.7303,0.8383,0.9926,0.9004,0.9371,0.9052,0.9098,0.8639,0.9679,0.9067,0.8806,0.9678,0.9786
Shenandoah NP,Saguaro NP,0.5477,0.3974,0.8608,0.4787,0.6643,0.8745,0.8105,0.7717,0.8809,0.8161,0.6881,0.8439,0.8056
Shenandoah NP,Sequoia NP,0.8083,0.8830,0.9567,0.8861,0.8283,0.7904,0.9062,0.8958,0.6646,0.6820,0.8623,0.8172,0.9168
Shenandoah NP,Shenandoah NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Shenandoah NP,Theodore Roosevelt NP,0.5636,0.9888,0.8921,0.8162,0.9526,0.8291,0.8081,0.7983,0.9035,0.8478,0.8301,0.9514,0.8191
Shenandoah NP,Virgin Islands NP,0.5333,0.1218,0.5974,0.2901,0.3940,0.6850,0.6083,0.4828,0.8427,0.7114,0.6443,0.4727,0.6823
Shenandoah NP,Voyageurs NP,0.5634,0.6003,0.8592,0.5443,0.6430,0.7314,0.5774,0.4591,0.8396,0.7533,0.6003,0.6387,0.7466
Shenandoah NP,Wind Cave NP,0.7877,0.6219,0.8482,0.4322,0.5891,0.7653,0.6420,0.6371,0.8586,0.7528,0.6522,0.6867,0.7218
Shenandoah NP,Wrangell-St. Elias NP & PRES,0.6606,0.0434,0.6373,0.0735,0.0569,0.1368,0.1830,0.1020,0.6710,0.4144,0.0553,0.0696,0.3927
Shenandoah NP,Yellowstone NP,0.7108,0.9148,0.8878,0.9072,0.8595,0.7820,0.8018,0.8199,0.8556,0.7920,0.7599,0.8127,0.8682
Shenandoah NP,Yosemite NP,0.6761,0.9055,0.8811,0.7790,0.8274,0.9412,0.9568,0.8212,0.9438,0.6842,0.9771,0.8778,0.7775
Shenandoah NP,Zion NP,0.6025,0.5218,0.8770,0.4075,0.5114,0.7243,0.7955,0.7545,0.9465,0.8094,0.8650,0.5982,0.7786
Theodore Roosevelt NP,Acadia NP,0.7586,0.9189,0.9627,0.8323,0.8069,0.8738,0.8879,0.8270,0.8382,0.7481,0.9155,0.8655,0.9117
Theodore Roosevelt NP,Arches NP,0.5369,0.7365,0.9957,0.7729,0.6480,0.9621,0.9836,0.9299,0.9935,0.9637,0.7864,0.7578,0.9906
Theodore Roosevelt NP,Badlands NP,0.6301,0.7383,0.9966,0.8904,0.8191,0.8837,0.8887,0.9283,0.9950,0.9843,0.8904,0.8560,0.9899
Theodore Roosevelt NP,Big Bend NP,0.5850,0.3431,0.9247,0.6875,0.7587,0.8477,0.8453,0.7130,0.9893,0.9659,0.8317,0.7929,0.3699
Theodore Roosevelt NP,Biscayne NP,0.5500,0.3573,0.9932,0.8001,0.6390,0.9437,0.9145,0.8073,0.9921,0.9738,0.8297,0.7571,0.9824
Theodore Roosevelt NP,Black Canyon of the Gunnison NP,0.4201,0.7047,0.9962,0.8840,0.7774,0.9482,0.9648,0.7905,0.9948,0.9683,0.8607,0.8230,0.9888
Theodore Roosevelt NP,Bryce Canyon NP,0.6581,0.6712,0.9961,0.8689,0.6608,0.7426,0.9441,0.9269,0.9914,0.8933,0.7568,0.8820,0.9854
Theodore Roosevelt NP,Canyonlands NP,0.5601,0.8421,0.9683,0.7844,0.6608,0.6217,0.7179,0.6621,0.9622,0.9438,0.5695,0.7904,0.9144
Theodore Roosevelt NP,Capitol Reef NP,0.6288,0.9218,0.9984,0.8844,0.6501,0.9044,0.9620,0.9321,0.9988,0.9867,0.8389,0.9429,0.9947
Theodore Roosevelt NP,Carlsbad Caverns NP,0.5369,0.3265,0.9935,0.7383,0.5910,0.9105,0.9027,0.8135,0.9909,0.9688,0.7593,0.6838,0.9812
Theodore Roosevelt NP,Channel Islands NP,0.6063,0.7654,0.9985,0.8746,0.8097,0.9254,0.8756,0.7195,0.9902,0.9763,0.7482,0.8479,0.9938
Theodore Roosevelt NP,Congaree NP,0.7515,0.7733,0.9956,0.8576,0.8357,0.9766,0.9275,0.6603,0.9910,0.9705,0.9463,0.8198,0.9869
Theodore Roosevelt NP,Crater Lake NP,0.7080,0.8915,0.9978,0.9429,0.8970,0.8759,0.8981,0.8468,0.9914,0.9749,0.9217,0.9237,0.9927
Theodore Roosevelt NP,Cuyahoga Valley NP,0.7399,0.3145,0.9904,0.8003,0.5138,0.5818,0.8420,0.8714,0.9898,0.9715,0.7761,0.6734,0.9680
Theodore Roosevelt NP,Death Valley NP,0.6482,0.5131,0.6306,0.7084,0.9216,0.7291,0.6688,0.6304,0.9396,0.8553,0.9003,0.7351,0.5579
Theodore Roosevelt NP,Denali NP & PRES,0.6262,0.2451,0.8673,0.3138,0.2532,0.5114,0.4431,0.4903,0.8939,0.7387,0.2242,0.2700,0.7094
Theodore Roosevelt NP,Dry Tortugas NP,0.5601,0.2600,0.9929,0.7626,0.5546,0.8839,0.9117,0.6473,0.9893,0.9620,0.7266,0.6276,0.9785
Theodore Roosevelt NP,Everglades NP,0.6888,0.2570,0.7076,0.7716,0.8000,0.7524,0.8219,0.6473,0.9862,0.9494,0.8148,0.7973,0.9848
Theodore Roosevelt NP,Gates of the Arctic NP & PRES,0.3667,0.0321,0.6042,0.0870,0.0435,0.1091,0.1639,0.0816,0.6460,0.4035,0.0432,0.0600,0.3927
Theodore Roosevelt NP,Gateway Arch NP,0.4851,0.2982,0.9910,0.6735,0.4590,0.5971,0.8333,0.7363,0.9897,0.9727,0.6781,0.5649,0.9652
Theodore Roosevelt NP,Glacier Bay NP & PRES,0.7276,0.0992,0.9538,0.3298,0.1658,0.4593,0.6360,0.4791,0.9610,0.8651,0.1644,0.2226,0.8732
Theodore Roosevelt NP,Glacier NP,0.7276,0.9784,0.8370,0.7806,0.8874,0.7661,0.9094,0.9016,0.8342,0.7204,0.8387,0.8421,0.7263
Theodore Roosevelt NP,Grand Canyon NP,0.7233,0.3228,0.9610,0.7582,0.5938,0.5333,0.7594,0.8380,0.8511,0.8896,0.5806,0.4551,0.8581
Theodore Roosevelt NP,Grand Teton NP,0.7756,0.9166,0.8694,0.7889,0.8553,0.5410,0.7337,0.8065,0.8396,0.8032,0.8459,0.8045,0.7609
Theodore Roosevelt NP,Great Basin NP,0.7050,0.8744,0.9979,0.9109,0.8565,0.5740,0.9825,0.7417,0.9932,0.9877,0.7407,0.7598,0.9940
Theodore Roosevelt NP,Great Sand Dunes NP & PRES,0.7426,0.8248,0.9969,0.7059,0.6095,0.9522,0.9668,0.7578,0.9970,0.9868,0.7079,0.8190,0.9913
Theodore Roosevelt NP,Great Smoky Mountains NP,0.7130,0.7998,0.8382,0.9522,0.8656,0.7003,0.8641,0.9147,0.7901,0.6522,0.8659,0.7590,0.7799
Theodore Roosevelt NP,Guadalupe Mountains NP,0.6468,0.8325,0.9971,0.7978,0.8769,0.9722,0.9513,0.7615,0.9941,0.9830,0.9112,0.9095,0.9882
Theodore Roosevelt NP,Haleakala NP,0.4951,0.2316,0.9872,0.7746,0.5646,0.8590,0.9059,0.9156,0.9939,0.9779,0.7876,0.6586,0.9729
Theodore Roosevelt NP,Hawaii Volcanoes NP,0.7670,0.2258,0.9696,0.7732,0.6212,0.8965,0.6878,0.7298,0.9053,0.9232,0.8583,0.6834,0.9783
Theodore Roosevelt NP,Hot Springs NP,0.4851,0.2299,0.9833,0.7577,0.4877,0.8907,0.9470,0.9132,0.9915,0.9858,0.7513,0.6440,0.9632
Theodore Roosevelt NP,Indiana Dunes NP,0.7756,0.3109,0.9950,0.7426,0.6006,0.8156,0.8883,0.8998,0.9814,0.9393,0.7824,0.8447,0.9780
Theodore Roosevelt NP,Isle Royale NP,0.7399,0.7066,0.9942,0.8278,0.7167,0.7843,0.8316,0.5722,0.9760,0.9652,0.6700,0.7653,0.9827
Theodore Roosevelt NP,Joshua Tree NP,0.5834,0.3527,0.7599,0.7323,0.6096,0.8208,0.8201,0.8828,0.9721,0.9016,0.6590,0.7508,0.7091
Theodore Roosevelt NP,Katmai NP & PRES,0.5500,0.1028,0.9435,0.3047,0.1483,0.3830,0.5157,0.3044,0.9486,0.8425,0.1509,0.2098,0.8484
Theodore Roosevelt NP,Kenai Fjords NP,0.7276,0.1653,0.9915,0.6960,0.3725,0.8639,0.8731,0.7970,0.9902,0.9646,0.4546,0.5213,0.9746
Theodore Roosevelt NP,Kings Canyon NP,0.7050,0.9162,0.9490,0.8161,0.9171,0.8972,0.7874,0.5912,0.8859,0.8820,0.7848,0.8777,0.8843
Theodore Roosevelt NP,Kobuk Valley NP,0.7313,0.2587,0.9941,0.8169,0.6822,0.9244,0.9131,0.5848,0.9891,0.9644,0.8069,0.6716,0.9824
Theodore Roosevelt NP,Lake Clark NP & PRES,0.6677,0.0388,0.9589,0.3167,0.1090,0.4317,0.5753,0.2787,0.9606,0.8807,0.1243,0.1901,0.8845
Theodore Roosevelt NP,Lassen Volcanic NP,0.7239,0.9785,0.9989,0.9752,0.9695,0.9328,0.9618,0.7313,0.9701,0.9749,0.8036,0.9685,0.9966
Theodore Roosevelt NP,Mammoth Cave NP,0.6136,0.8412,0.9986,0.8991,0.7927,0.9255,0.9500,0.8574,0.9975,0.9891,0.8043,0.8960,0.9958
Theodore Roosevelt NP,Mesa Verde NP,0.6002,0.6711,0.9928,0.8348,0.7243,0.8384,0.9260,0.7981,0.9904,0.9722,0.7219,0.7561,0.9788
Theodore Roosevelt NP,Mount Rainier NP,0.6581,0.9759,0.9644,0.8676,0.9250,0.7691,0.8552,0.7627,0.8878,0.9459,0.6410,0.9211,0.9220
Theodore Roosevelt NP,National Park of American Samoa,0.3961,0.3282,0.9930,0.7659,0.4922,0.9209,0.9066,0.6002,0.9883,0.9617,0.3654,0.6192,0.9790
Theodore Roosevelt NP,North Cascades NP,0.6727,0.8205,0.9888,0.8226,0.7815,0.7199,0.7790,0.5689,0.9660,0.9558,0.7024,0.8030,0.9681
Theodore Roosevelt NP,Olympic NP,0.7756,0.9607,0.8344,0.8727,0.9538,0.8078,0.8376,0.8339,0.7815,0.8033,0.8649,0.8841,0.7180
Theodore Roosevelt NP,Petrified Forest NP,0.6670,0.3349,0.9938,0.7651,0.5539,0.8820,0.8888,0.8573,0.9922,0.9739,0.7642,0.7170,0.9825
Theodore Roosevelt NP,Pinnacles NP,0.4042,0.8168,0.9980,0.9379,0.9035,0.9578,0.9372,0.7418,0.9931,0.9779,0.9093,0.9287,0.9942
Theodore Roosevelt NP,Redwood NP,0.7001,0.7843,0.9916,0.8515,0.8150,0.7791,0.8434,0.7156,0.9893,0.9654,0.7708,0.8190,0.9774
Theodore Roosevelt NP,Rocky Mountain NP,0.6860,0.8418,0.9151,0.9420,0.9611,0.7572,0.9031,0.9251,0.9016,0.8101,0.9644,0.9026,0.8447
Theodore Roosevelt NP,Saguaro NP,0.4287,0.3941,0.9790,0.8287,0.7374,0.8731,0.9018,0.7748,0.9935,0.9786,0.8744,0.8170,0.9911
Theodore Roosevelt NP,Sequoia NP,0.7050,0.9223,0.8472,0.8057,0.9047,0.6353,0.7132,0.7024,0.4002,0.5151,0.7931,0.8155,0.7235
Theodore Roosevelt NP,Shenandoah NP,0.5636,0.9888,0.8921,0.8162,0.9526,0.8291,0.8081,0.7983,0.9035,0.8478,0.8301,0.9514,0.8191
Theodore Roosevelt NP,Theodore Roosevelt NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Theodore Roosevelt NP,Virgin Islands NP,0.6262,0.1452,0.7014,0.6037,0.5746,0.9378,0.9061,0.6487,0.9897,0.9653,0.7644,0.5505,0.9694
Theodore Roosevelt NP,Voyageurs NP,0.7939,0.6802,0.9957,0.8624,0.7204,0.7274,0.5708,0.4907,0.9591,0.9699,0.6901,0.7805,0.9873
Theodore Roosevelt NP,Wind Cave NP,0.6054,0.6856,0.9959,0.8663,0.7513,0.9481,0.9270,0.9301,0.9951,0.9841,0.8989,0.8434,0.9879
Theodore Roosevelt NP,Wrangell-St. Elias NP & PRES,0.7239,0.0625,0.7471,0.1385,0.0785,0.1712,0.2438,0.1258,0.7786,0.5427,0.0762,0.1007,0.5360
Theodore Roosevelt NP,Yellowstone NP,0.7233,0.9420,0.6513,0.7120,0.8535,0.6644,0.6608,0.7770,0.6974,0.5695,0.8303,0.7525,0.5285
Theodore Roosevelt NP,Yosemite NP,0.7410,0.9160,0.7105,0.8749,0.8729,0.8697,0.8182,0.8307,0.7413,0.2938,0.7425,0.9467,0.4355
Theodore Roosevelt NP,Zion NP,0.6468,0.5665,0.9577,0.8509,0.6354,0.7553,0.9401,0.8998,0.9632,0.8383,0.7046,0.7792,0.9098
Virgin Islands NP,Acadia NP,0.7537,0.1542,0.6558,0.2790,0.0814,0.7821,0.7424,0.3338,0.7662,0.5864,0.8969,0.2909,0.8171
Virgin Islands NP,Arches NP,0.4082,0.6637,0.6603,0.8049,0.8265,0.9521,0.9376,0.5430,0.9925,0.9370,0.8842,0.7408,0.9819
Virgin Islands NP,Badlands NP,0.4472,0.5162,0.6991,0.6656,0.7899,0.8579,0.9599,0.6098,0.9906,0.9863,0.8114,0.6682,0.9860
Virgin Islands NP,Big Bend NP,0.5449,0.2295,0.6257,0.7275,0.5790,0.6998,0.6979,0.5236,0.9752,0.9242,0.5309,0.5723,0.3632
Virgin Islands NP,Biscayne NP,0.4880,0.9048,0.6731,0.5855,0.9219,0.9539,0.9885,0.9297,0.9993,0.9974,0.8916,0.8124,0.9934
Virgin Islands NP,Black Canyon of the Gunnison NP,0.4472,0.4024,0.7052,0.6710,0.6271,0.9785,0.9417,0.7062,0.9928,0.9903,0.7955,0.6957,0.9822
Virgin Islands NP,Bryce Canyon NP,0.4671,0.7081,0.6631,0.5440,0.9079,0.7247,0.9224,0.4718,0.9755,0.7991,0.9274,0.7682,0.9764
Virgin Islands NP,Canyonlands NP,0.5217,0.0920,0.6839,0.6408,0.4154,0.4913,0.6430,0.5594,0.9452,0.8921,0.4146,0.3688,0.8332
Virgin Islands NP,Capitol Reef NP,0.5477,0.2894,0.6813,0.8368,0.8600,0.8602,0.9276,0.5851,0.9889,0.9372,0.8692,0.5965,0.9686
Virgin Islands NP,Carlsbad Caverns NP,0.5715,0.9338,0.6926,0.5148,0.9878,0.9538,0.9987,0.9369,0.9999,0.9997,0.9784,0.6769,0.9882
Virgin Islands NP,Channel Islands NP,0.8391,0.5606,0.7000,0.6883,0.8290,0.8536,0.9354,0.8987,0.9951,0.9932,0.5952,0.6636,0.9793
Virgin Islands NP,Congaree NP,0.8000,0.5703,0.7072,0.7018,0.9177,0.9864,0.9905,0.9796,0.9998,0.9991,0.9234,0.6629,0.9905
Virgin Islands NP,Crater Lake NP,0.8076,0.2752,0.7009,0.5289,0.3666,0.7066,0.8827,0.6245,0.9761,0.9358,0.5959,0.4316,0.9517
Virgin Islands NP,Cuyahoga Valley NP,0.5013,0.9241,0.6278,0.4822,0.8398,0.5548,0.9361,0.5380,0.9839,0.9562,0.9202,0.9367,0.9922
Virgin Islands NP,Death Valley NP,0.4830,0.2724,0.3843,0.7185,0.5816,0.5127,0.4732,0.2805,0.9026,0.7453,0.6716,0.5134,0.5128
Virgin Islands NP,Denali NP & PRES,0.4667,0.0122,0.6144,0.1655,0.0950,0.4889,0.4962,0.2842,0.8790,0.7137,0.0887,0.0944,0.6818
Virgin Islands NP,Dry Tortugas NP,0.8199,0.7174,0.7039,0.7243,0.9214,0.9736,0.9944,0.9731,0.9999,0.9996,0.9615,0.7054,0.9899
Virgin Islands NP,Everglades NP,0.7333,0.6519,0.0094,0.5870,0.6875,0.5618,0.7464,0.4814,0.9762,0.9236,0.4424,0.5387,0.9560
Virgin Islands NP,Gates of the Arctic NP & PRES,0.3904,0.0019,0.4311,0.0742,0.0345,0.1092,0.1765,0.1336,0.6524,0.4152,0.0389,0.0407,0.3914
Virgin Islands NP,Gateway Arch NP,0.2582,0.9208,0.6578,0.3641,0.9149,0.6141,0.9548,0.3206,0.9897,0.9878,0.9260,0.9865,0.9990
Virgin Islands NP,Glacier Bay NP & PRES,0.6713,0.0066,0.6818,0.2886,0.1631,0.4660,0.7050,0.4618,0.9626,0.8948,0.1541,0.1677,0.8734
Virgin Islands NP,Glacier NP,0.6713,0.0899,0.5408,0.1879,0.1709,0.5216,0.6879,0.4530,0.7543,0.5258,0.3240,0.1241,0.5732
Virgin Islands NP,Grand Canyon NP,0.6516,0.6917,0.5747,0.7797,0.7858,0.5162,0.7896,0.5786,0.7981,0.8039,0.6272,0.6324,0.8665
Virgin Islands NP,Grand Teton NP,0.6055,0.2488,0.5447,0.2038,0.2167,0.2805,0.6590,0.3293,0.7747,0.6700,0.3809,0.1427,0.6290
Virgin Islands NP,Great Basin NP,0.4619,0.0642,0.7064,0.7187,0.5140,0.5283,0.8899,0.5521,0.9860,0.9669,0.6317,0.5035,0.9756
Virgin Islands NP,Great Sand Dunes NP & PRES,0.6325,0.0931,0.7153,0.7131,0.5352,0.9852,0.9183,0.7045,0.9957,0.9923,0.7376,0.3493,0.9817
Virgin Islands NP,Great Smoky Mountains NP,0.6211,0.6639,0.4030,0.4697,0.7828,0.5618,0.7613,0.3823,0.7002,0.4607,0.8507,0.8046,0.7330
Virgin Islands NP,Guadalupe Mountains NP,0.4303,0.2737,0.6976,0.5644,0.6740,0.9065,0.9377,0.8543,0.9972,0.9901,0.7055,0.6113,0.9737
Virgin Islands NP,Haleakala NP,0.5270,0.9332,0.6270,0.5593,0.8937,0.8767,0.9922,0.8574,0.9990,0.9959,0.9509,0.9382,0.9966
Virgin Islands NP,Hawaii Volcanoes NP,0.5715,0.9921,0.5184,0.4112,0.9193,0.8303,0.5800,0.2866,0.9328,0.8794,0.8838,0.9489,0.9931
Virgin Islands NP,Hot Springs NP,0.5164,0.6886,0.6158,0.6251,0.8183,0.8995,0.9837,0.7537,0.9917,0.9796,0.9858,0.9123,0.9755
Virgin Islands NP,Indiana Dunes NP,0.7707,0.9288,0.6726,0.4470,0.8732,0.8154,0.9603,0.4917,0.9601,0.9778,0.8789,0.7857,0.9952
Virgin Islands NP,Isle Royale NP,0.8593,0.0073,0.7033,0.4825,0.2580,0.6770,0.6932,0.8168,0.9793,0.9731,0.2848,0.3002,0.9547
Virgin Islands NP,Joshua Tree NP,0.5521,0.6582,0.4040,0.8509,0.7362,0.8180,0.6483,0.3735,0.9358,0.8028,0.5314,0.7012,0.6650
Virgin Islands NP,Katmai NP & PRES,0.5855,0.0041,0.6734,0.2562,0.1180,0.3833,0.5429,0.3688,0.9563,0.8668,0.1265,0.1478,0.8471
Virgin Islands NP,Kenai Fjords NP,0.6455,0.0119,0.7099,0.6766,0.4745,0.9127,0.9684,0.8106,0.9980,0.9932,0.5490,0.4896,0.9812
Virgin Islands NP,Kings Canyon NP,0.5196,0.1634,0.6382,0.3347,0.5635,0.7714,0.6041,0.2109,0.8303,0.7865,0.5268,0.4092,0.7862
Virgin Islands NP,Kobuk Valley NP,0.7006,0.0492,0.7140,0.7690,0.7683,0.9682,0.9867,0.9765,0.9997,0.9990,0.8895,0.5944,0.9854
Virgin Islands NP,Lake Clark NP & PRES,0.6516,0.0064,0.6867,0.3128,0.1471,0.4608,0.6339,0.5000,0.9716,0.9157,0.1565,0.1822,0.8913
Virgin Islands NP,Lassen Volcanic NP,0.7156,0.2206,0.7001,0.5300,0.4400,0.7966,0.8260,0.4362,0.9418,0.9163,0.5456,0.3839,0.9544
Virgin Islands NP,Mammoth Cave NP,0.5715,0.2383,0.7033,0.5164,0.7611,0.9137,0.8900,0.5806,0.9884,0.9734,0.6827,0.5765,0.9706
Virgin Islands NP,Mesa Verde NP,0.4564,0.1273,0.6960,0.4602,0.5528,0.7283,0.7882,0.5384,0.9761,0.9319,0.5610,0.4042,0.9558
Virgin Islands NP,Mount Rainier NP,0.3892,0.2224,0.6811,0.4554,0.2495,0.5384,0.7425,0.4502,0.8307,0.8477,0.3717,0.3476,0.8175
Virgin Islands NP,National Park of American Samoa,0.5270,0.6717,0.7104,0.7500,0.6905,0.9901,0.9953,0.9965,0.9999,0.9997,0.4713,0.6425,0.9888
Virgin Islands NP,North Cascades NP,0.5013,0.0088,0.6931,0.3746,0.1900,0.5194,0.7103,0.7418,0.9649,0.9444,0.2241,0.2147,0.9117
Virgin Islands NP,Olympic NP,0.7707,0.3414,0.4914,0.3216,0.4034,0.5965,0.6854,0.6061,0.7084,0.6455,0.4021,0.2269,0.5709
Virgin Islands NP,Petrified Forest NP,0.5809,0.8939,0.6858,0.6363,0.9123,0.9111,0.9904,0.8711,0.9991,0.9976,0.9583,0.8702,0.9895
Virgin Islands NP,Pinnacles NP,0.5164,0.5298,0.6889,0.5902,0.6861,0.8633,0.9304,0.8272,0.9969,0.9893,0.5912,0.5853,0.9824
Virgin Islands NP,Redwood NP,0.5217,0.3085,0.6794,0.4147,0.4077,0.6059,0.7878,0.6033,0.9833,0.9464,0.3722,0.3596,0.9409
Virgin Islands NP,Rocky Mountain NP,0.6086,0.6417,0.5459,0.3221,0.4966,0.5695,0.7968,0.4731,0.8344,0.6502,0.6807,0.4703,0.7495
Virgin Islands NP,Saguaro NP,0.3651,0.8662,0.5785,0.4947,0.7592,0.7603,0.8844,0.7182,0.9930,0.9768,0.6822,0.7182,0.9705
Virgin Islands NP,Sequoia NP,0.5196,0.2272,0.5430,0.2317,0.5210,0.4269,0.5062,0.3326,0.2899,0.3208,0.4547,0.3521,0.5937
Virgin Islands NP,Shenandoah NP,0.5333,0.1218,0.5974,0.2901,0.3940,0.6850,0.6083,0.4828,0.8427,0.7114,0.6443,0.4727,0.6823
Virgin Islands NP,Theodore Roosevelt NP,0.6262,0.1452,0.7014,0.6037,0.5746,0.9378,0.9061,0.6487,0.9897,0.9653,0.7644,0.5505,0.9694
Virgin Islands NP,Virgin Islands NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
