NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Big Bend NP,2012,7,"14,397","298,906","1,518",,155,490
Big Bend NP,2012,8,"13,451","267,008","1,426",,97,326
Big Bend NP,2012,9,"16,211","314,125","1,353",,138,492
Big Bend NP,2012,10,"20,958","500,950","2,643",,750,866
Big Bend NP,2012,11,"24,750","733,435","4,606",,"2,137","1,727"
Big Bend NP,2012,12,"17,574","511,660","2,617",,"1,878","2,429"
Big Bend NP,2013,1,"22,986","675,358","3,923",,"2,902","1,801"
Big Bend NP,2013,2,"46,573","958,116","2,500",,"5,056","1,389"
Big Bend NP,2013,3,"39,336","1,162,204","7,545",,"3,867","4,906"
Big Bend NP,2013,4,"33,664","853,038","5,929",,"3,408","1,186"
Big Bend NP,2013,5,"39,578","747,024","3,301",,"1,168",872
Big Bend NP,2013,6,"17,284","368,644","2,194",,240,431
Big Bend NP,2013,7,"13,801","346,355","1,863",,"1,255",579
Big Bend NP,2013,8,"13,856","318,234","2,016",,153,861
Big Bend NP,2013,9,"14,020","303,474","1,779",,276,528
Big Bend NP,2013,10,"30,835","480,036","1,280",,385,526
Big Bend NP,2013,11,"22,710","665,350","3,735",,"1,322","3,230"
Big Bend NP,2013,12,"22,310","650,281","3,482",,"1,930","3,069"
Big Bend NP,2014,1,"28,410","796,026","4,623",,"3,141","2,787"
Big Bend NP,2014,2,"24,159","709,111","2,401",,"4,309","2,399"
Big Bend NP,2014,3,"53,839","1,345,808","7,214",,"4,603","5,291"
Big Bend NP,2014,4,"38,574","985,825","6,613",,"3,918","1,795"
Big Bend NP,2014,5,"23,653","584,628","4,024",,830,"1,199"
Big Bend NP,2014,6,"23,963","468,521","2,490",,227,462
Big Bend NP,2014,7,"14,359","332,579","2,079",,178,638
Big Bend NP,2014,8,"16,246","348,118","2,092",,162,729
Big Bend NP,2014,9,"22,475","416,844","1,834",,206,589
Big Bend NP,2014,10,"29,882","690,864","4,130",,722,"2,095"
Big Bend NP,2014,11,"17,169","656,383","5,002",,"1,806","3,072"
Big Bend NP,2014,12,"21,373","698,580","4,533",,"1,888","3,667"
Big Bend NP,2015,1,"30,297","788,918","5,615",,"2,901","2,015"
Big Bend NP,2015,2,"39,199","930,568","3,116",,"5,156","2,184"
Big Bend NP,2015,3,"68,292","1,565,155","6,632",,"3,738","8,606"
Big Bend NP,2015,4,"43,927","1,176,418","8,278",,"4,555","2,960"
Big Bend NP,2015,5,"30,707","738,319","5,373",,"1,032","2,185"
Big Bend NP,2015,6,"16,697","475,265","3,896",,441,886
Big Bend NP,2015,7,"22,887","501,010","3,175",,222,805
Big Bend NP,2015,8,"17,562","392,021","2,418",,113,754
Big Bend NP,2015,9,"16,678","408,407","2,548",,249,"1,134"
Big Bend NP,2015,10,"23,237","649,574","4,421",,984,"2,624"
Big Bend NP,2015,11,"42,687","1,090,816","6,620",,"2,623","3,730"
Big Bend NP,2015,12,"29,577","788,173","1,871",,"2,406","4,552"
Big Bend NP,2016,1,"36,716","987,386","5,075",,"3,755","3,674"
Big Bend NP,2016,2,"44,176","1,137,932","5,142",,"6,425","3,803"
Big Bend NP,2016,3,"54,642","1,649,908","11,453",,"4,891","10,241"
Big Bend NP,2016,4,"37,280","1,061,130","8,879",,"3,786","3,282"
Big Bend NP,2016,5,"40,935","905,244","5,587",,838,"2,409"
Big Bend NP,2016,6,"18,630","506,926","3,824",,301,"1,755"
Big Bend NP,2016,7,"16,165","408,367","3,136",,160,"1,059"
Big Bend NP,2016,8,"16,144","363,604","2,417",,269,751
Big Bend NP,2016,9,"18,406","439,084","1,306",,319,"1,805"
Big Bend NP,2016,10,"26,806","677,207","2,350",,637,"2,918"
Big Bend NP,2016,11,"45,443","1,196,170","8,399",,"2,945","4,428"
Big Bend NP,2016,12,"32,947","945,563","7,025",,"3,059","5,668"
Big Bend NP,2017,1,"35,105","1,039,001","6,785",,"6,226","4,717"
Big Bend NP,2017,2,"41,670","1,093,876","5,481",,"7,268","4,051"
Big Bend NP,2017,3,"74,735","1,874,605","9,325",,"6,005","10,548"
Big Bend NP,2017,4,"49,609","1,192,807","7,732",,"3,511","3,351"
Big Bend NP,2017,5,"37,045","819,926","5,620",,810,"2,073"
Big Bend NP,2017,6,"23,500","514,892","2,789",,401,984
Big Bend NP,2017,7,"20,599","451,304","2,895",,868,826
Big Bend NP,2017,8,"16,382","372,985","2,640",,336,722
Big Bend NP,2017,9,"19,734","466,902","2,955",,398,"1,845"
Big Bend NP,2017,10,"35,094","825,124","4,415",,648,"3,807"
Big Bend NP,2017,11,"45,739","1,243,234","7,992",,"3,474","4,896"
Big Bend NP,2017,12,"41,064","1,110,792","6,817",,"3,584","4,735"
Big Bend NP,2018,1,"33,434","971,837","5,045",,"6,263","3,402"
Big Bend NP,2018,2,"42,670","1,109,755","4,646",,"6,901","2,806"
Big Bend NP,2018,3,"75,897","1,793,627","10,088",,"6,157","5,883"
Big Bend NP,2018,4,"48,454","1,177,873","8,089",,"4,925","1,917"
Big Bend NP,2018,5,"35,993","764,383","4,635",,902,998
Big Bend NP,2018,6,"20,335","445,138","2,682",,323,337
Big Bend NP,2018,7,"19,416","402,210","2,196",,312,446
Big Bend NP,2018,8,"16,895","349,097","2,239",,88,378
Big Bend NP,2018,9,"21,625","464,407","2,359",,376,687
Big Bend NP,2018,10,"35,547","786,445","4,008",,655,"1,646"
Big Bend NP,2018,11,"46,998","1,140,403","6,238",,"3,091","3,597"
Big Bend NP,2018,12,"42,827","948,398","3,638",,"3,216","1,761"
Biscayne NP,2008,1,"23,086","90,593",80,,0,0
Biscayne NP,2008,2,"38,107","147,153",240,,0,0
Biscayne NP,2008,3,"41,725","173,176",332,,0,0
Biscayne NP,2008,4,"49,551","162,406",48,,0,0
Biscayne NP,2008,5,"55,351","180,261",30,,0,0
Biscayne NP,2008,6,"48,754","151,975",12,,0,0
Biscayne NP,2008,7,"75,299","231,658",17,,0,0
Biscayne NP,2008,8,"45,413","141,232",24,,0,0
Biscayne NP,2008,9,"31,468","97,477",24,,0,0
Biscayne NP,2008,10,"113,151","339,453",0,,0,0
Biscayne NP,2008,11,"96,736","290,208",0,,0,0
Biscayne NP,2008,12,"67,421","202,263",0,,0,0
Biscayne NP,2009,1,"34,397","133,191",80,,0,0
Biscayne NP,2009,2,"24,041","106,754",20,,0,0
Biscayne NP,2009,3,"24,164","105,587",60,,0,0
Biscayne NP,2009,4,"33,513","134,858",58,,0,0
Biscayne NP,2009,5,"55,053","186,734",124,,0,0
Biscayne NP,2009,6,"53,902","163,723",24,,0,0
Biscayne NP,2009,7,"60,824","184,535",6,,0,0
Biscayne NP,2009,8,"46,295","138,885",0,,0,0
Biscayne NP,2009,9,"18,937","56,811",0,,0,0
Biscayne NP,2009,10,"35,030","111,353",82,,0,0
Biscayne NP,2009,11,"26,938","90,677",132,,0,0
Biscayne NP,2009,12,"24,651","99,728",348,,0,0
Biscayne NP,2010,1,"17,535","96,236",596,,0,0
Biscayne NP,2010,2,"18,381","78,255",296,,0,0
Biscayne NP,2010,3,"29,620","159,131",936,,0,0
Biscayne NP,2010,4,"46,593","176,282",492,,0,0
Biscayne NP,2010,5,"60,484","201,181",264,,0,0
Biscayne NP,2010,6,"61,808","189,455",56,,0,0
Biscayne NP,2010,7,"59,771","185,504",86,,0,0
Biscayne NP,2010,8,"54,211","165,224",36,,0,0
Biscayne NP,2010,9,"32,666","102,463",62,,0,0
Biscayne NP,2010,10,"43,032","144,505",204,,0,0
Biscayne NP,2010,11,"23,102","104,514",454,,0,0
Biscayne NP,2010,12,"20,409","104,930",582,,0,0
Biscayne NP,2011,1,"26,961","139,058",798,,0,0
Biscayne NP,2011,2,"29,136","132,696",604,,0,0
Biscayne NP,2011,3,"40,109","189,230",932,,0,0
Biscayne NP,2011,4,"48,625","171,795",350,,0,0
Biscayne NP,2011,5,"57,222","190,314",254,,0,0
Biscayne NP,2011,6,"46,740","147,851",106,,0,0
Biscayne NP,2011,7,"71,509","222,302",108,,0,0
Biscayne NP,2011,8,"48,281","146,714",26,,0,0
Biscayne NP,2011,9,"31,260","96,805",42,,0,0
Biscayne NP,2011,10,"28,514","98,647",182,,0,0
Biscayne NP,2011,11,"21,045","103,024",534,,0,0
Biscayne NP,2011,12,"26,675","125,432",616,,0,0
Biscayne NP,2012,1,"29,877","144,496",742,,0,0
Biscayne NP,2012,2,"28,749","136,216",684,,0,0
Biscayne NP,2012,3,"46,277","167,200",384,,0,0
Biscayne NP,2012,4,"44,910","158,635",332,,0,0
Biscayne NP,2012,5,"53,922","178,471",232,,0,0
Biscayne NP,2012,6,"49,160","151,753",24,,0,0
Biscayne NP,2012,7,"65,594","196,782",0,,0,0
Biscayne NP,2012,8,"46,782","140,346",0,,0,0
Biscayne NP,2012,9,"38,956","123,059",86,,0,0
Biscayne NP,2012,10,"32,782","110,011",162,,0,0
Biscayne NP,2012,11,"28,447","114,716",816,,0,0
Biscayne NP,2012,12,"30,157","90,471",0,,0,0
Biscayne NP,2013,1,"33,790","125,561",326,,0,0
Biscayne NP,2013,2,"29,960","125,232",486,,0,0
Biscayne NP,2013,3,"38,524","166,547",708,,0,0
Biscayne NP,2013,4,"40,016","132,143",168,,0,0
Biscayne NP,2013,5,"54,354","166,373",46,,0,0
Biscayne NP,2013,6,"55,272","166,247",6,,0,0
Biscayne NP,2013,7,"48,572","145,716",0,,0,0
Biscayne NP,2013,8,"61,031","183,093",0,,0,0
Biscayne NP,2013,9,"42,389","130,912",52,,0,0
Biscayne NP,2013,10,"36,185","114,746",86,,0,0
Biscayne NP,2013,11,"22,189","85,432",262,,0,0
Biscayne NP,2013,12,"24,566","95,009",296,,0,0
Biscayne NP,2014,1,"30,437","114,640",324,,0,0
Biscayne NP,2014,2,"41,173","159,664",502,,0,0
Biscayne NP,2014,3,"40,131","158,553",530,,0,0
Biscayne NP,2014,4,"46,774","158,177",248,,0,0
Biscayne NP,2014,5,"49,710","149,130",0,,0,0
Biscayne NP,2014,6,"58,909","176,727",0,,0,0
Biscayne NP,2014,7,"60,348","181,044",0,,0,0
Biscayne NP,2014,8,"62,131","186,393",0,,0,0
Biscayne NP,2014,9,"34,694","106,097",28,,0,0
Biscayne NP,2014,10,"44,810","137,455",42,,0,0
Biscayne NP,2014,11,"23,545","86,186",156,,0,0
Biscayne NP,2014,12,"33,083","116,098",214,,0,0
Biscayne NP,2015,1,"34,409","131,738",366,,0,0
Biscayne NP,2015,2,"29,061","112,600",328,,0,0
Biscayne NP,2015,3,"49,590","179,372",390,,0,0
Biscayne NP,2015,4,"54,897","188,379",284,,0,0
Biscayne NP,2015,5,"57,450","172,350",0,,0,0
Biscayne NP,2015,6,"51,499","160,760",82,,0,0
Biscayne NP,2015,7,"59,061","184,166",92,,0,0
Biscayne NP,2015,8,"53,480","163,823",42,,0,0
Biscayne NP,2015,9,"40,551","125,036",42,,0,0
Biscayne NP,2015,10,"27,634","86,933",46,,0,0
Biscayne NP,2015,11,"25,228","79,212",34,,0,0
Biscayne NP,2015,12,"25,304","88,080",154,,0,0
Biscayne NP,2016,1,"35,755","123,177",206,,0,0
Biscayne NP,2016,2,"30,663","125,901",446,,0,0
Biscayne NP,2016,3,"43,331","152,530",278,,0,0
Biscayne NP,2016,4,"50,964","174,347",288,,0,0
Biscayne NP,2016,5,"61,050","187,181",36,,0,0
Biscayne NP,2016,6,"43,964","135,995",52,,0,0
Biscayne NP,2016,7,"70,830","218,825",88,,0,0
Biscayne NP,2016,8,"46,961","144,194",46,,0,0
Biscayne NP,2016,9,"44,645","137,824",54,,0,0
Biscayne NP,2016,10,"24,114","76,517",58,,0,0
Biscayne NP,2016,11,"33,694","127,073",672,,0,0
Biscayne NP,2016,12,"28,738","109,471",298,,0,0
Biscayne NP,2017,1,"30,661","115,240",308,,0,0
Biscayne NP,2017,2,"34,689","147,050",562,,0,0
Biscayne NP,2017,3,"36,433","144,507",454,,0,0
Biscayne NP,2017,4,"41,287","147,332",296,,0,0
Biscayne NP,2017,5,"55,595","174,777",106,,0,0
Biscayne NP,2017,6,"46,085","140,990",38,,0,0
Biscayne NP,2017,7,"65,142","201,331",82,,0,0
Biscayne NP,2017,8,"41,633","128,354",48,,0,0
Biscayne NP,2017,9,"6,230","18,690",0,,0,0
Biscayne NP,2017,10,"19,456","60,745",28,,0,0
Biscayne NP,2017,11,"34,442","123,414",264,,0,0
Biscayne NP,2017,12,"35,308","127,235",266,,0,0
Biscayne NP,2018,1,"27,638","109,265",346,,0,0
Biscayne NP,2018,2,"32,586","123,823",332,,0,0
Biscayne NP,2018,3,"49,114","176,790",374,,0,0
Biscayne NP,2018,4,"53,080","189,122",380,,0,0
Biscayne NP,2018,5,"22,249","70,347",45,,0,0
Biscayne NP,2018,6,"52,446","161,227",54,,0,0
Biscayne NP,2018,7,"54,859","169,042",62,,0,0
Biscayne NP,2018,8,"46,332","142,668",46,,0,0
Biscayne NP,2018,9,"37,170","115,255",52,,0,0
Biscayne NP,2018,10,"29,135","100,316",156,,0,0
Biscayne NP,2018,11,"29,512","109,991",268,,0,0
Biscayne NP,2018,12,"35,132","105,685",4,,0,0
Black Canyon of the Gunnison NP,2008,1,"2,070","12,747",11,,19,0
Black Canyon of the Gunnison NP,2008,2,"2,196","21,431",53,,9,0
Black Canyon of the Gunnison NP,2008,3,"3,064","9,911",31,,33,0
Black Canyon of the Gunnison NP,2008,4,"4,434","14,021",44,,68,0
Black Canyon of the Gunnison NP,2008,5,"19,572","108,136",805,,435,48
Black Canyon of the Gunnison NP,2008,6,"19,712","145,880","1,537",,957,239
Black Canyon of the Gunnison NP,2008,7,"33,123","214,105","1,996",,"1,404",373
Black Canyon of the Gunnison NP,2008,8,"27,066","164,816","1,280",,"1,074",251
Black Canyon of the Gunnison NP,2008,9,"21,143","126,665",823,,993,229
Black Canyon of the Gunnison NP,2008,10,"14,443","46,085",366,,432,89
Black Canyon of the Gunnison NP,2008,11,"6,925","16,397",64,,102,30
Black Canyon of the Gunnison NP,2008,12,"6,437","17,424",11,,14,0
Black Canyon of the Gunnison NP,2009,1,"2,896","9,284",6,,8,0
Black Canyon of the Gunnison NP,2009,2,"2,936","8,646",35,,15,0
Black Canyon of the Gunnison NP,2009,3,"4,137","8,183",9,,15,2
Black Canyon of the Gunnison NP,2009,4,"6,378","16,995",103,,48,80
Black Canyon of the Gunnison NP,2009,5,"17,349","106,730",816,,626,94
Black Canyon of the Gunnison NP,2009,6,"28,824","181,930","1,520",,"1,093",311
Black Canyon of the Gunnison NP,2009,7,"33,975","216,392","1,996",,"1,450",255
Black Canyon of the Gunnison NP,2009,8,"28,343","173,287","1,410",,"1,138",238
Black Canyon of the Gunnison NP,2009,9,"26,428","160,421","1,072",,"1,069",317
Black Canyon of the Gunnison NP,2009,10,"11,553","33,095",244,,127,115
Black Canyon of the Gunnison NP,2009,11,"6,075","17,129",130,,163,0
Black Canyon of the Gunnison NP,2009,12,"2,557","5,654",0,,19,0
Black Canyon of the Gunnison NP,2010,1,"2,519","6,898",19,,8,0
Black Canyon of the Gunnison NP,2010,2,"3,034","9,193",35,,13,0
Black Canyon of the Gunnison NP,2010,3,"3,199","8,741",35,,20,0
Black Canyon of the Gunnison NP,2010,4,"4,421","17,747",169,,160,32
Black Canyon of the Gunnison NP,2010,5,"21,259","128,429","1,159",,715,107
Black Canyon of the Gunnison NP,2010,6,"24,477","163,138","1,172",,"1,518",184
Black Canyon of the Gunnison NP,2010,7,"35,398","228,706","2,162",,"1,648",143
Black Canyon of the Gunnison NP,2010,8,"27,367","165,614","1,095",,"1,293",196
Black Canyon of the Gunnison NP,2010,9,"24,297","161,738","1,455",,"1,001",320
Black Canyon of the Gunnison NP,2010,10,"21,331","75,893",803,,630,159
Black Canyon of the Gunnison NP,2010,11,"3,646","9,242",50,,75,5
Black Canyon of the Gunnison NP,2010,12,"5,396","10,577",11,,8,0
Black Canyon of the Gunnison NP,2011,1,"3,289","10,454",61,,25,4
Black Canyon of the Gunnison NP,2011,2,"3,207","9,542",26,,20,3
Black Canyon of the Gunnison NP,2011,3,"4,012","11,106",83,,31,5
Black Canyon of the Gunnison NP,2011,4,"4,885","18,646",180,,138,7
Black Canyon of the Gunnison NP,2011,5,"12,722","101,447","1,047",,808,80
Black Canyon of the Gunnison NP,2011,6,"24,589","184,682","1,928",,"1,656",93
Black Canyon of the Gunnison NP,2011,7,"28,381","223,287","2,606",,"1,983",135
Black Canyon of the Gunnison NP,2011,8,"39,032","229,224","1,991",,"1,491",95
Black Canyon of the Gunnison NP,2011,9,"26,905","173,286","1,651",,"1,146",92
Black Canyon of the Gunnison NP,2011,10,"12,297","41,912",338,,234,107
Black Canyon of the Gunnison NP,2011,11,"5,031","9,718",0,,22,6
Black Canyon of the Gunnison NP,2011,12,"3,986","11,463",8,,14,4
Black Canyon of the Gunnison NP,2012,1,509,"4,749",6,,0,0
Black Canyon of the Gunnison NP,2012,2,717,"6,746",7,,0,0
Black Canyon of the Gunnison NP,2012,3,"4,388","12,779",61,,31,0
Black Canyon of the Gunnison NP,2012,4,"9,150","35,450",267,,328,45
Black Canyon of the Gunnison NP,2012,5,"24,991","164,437","1,281",,"1,287",109
Black Canyon of the Gunnison NP,2012,6,"41,757","252,216","2,206",,"1,697",143
Black Canyon of the Gunnison NP,2012,7,"37,371","239,254","2,301",,"1,863",119
Black Canyon of the Gunnison NP,2012,8,"26,047","177,184","1,735",,"1,443",141
Black Canyon of the Gunnison NP,2012,9,"23,919","157,743","1,262",,"1,344",81
Black Canyon of the Gunnison NP,2012,10,"12,742","67,620",917,,942,28
Black Canyon of the Gunnison NP,2012,11,"7,126","13,413",14,,25,0
Black Canyon of the Gunnison NP,2012,12,"3,853","9,958",0,,19,0
Black Canyon of the Gunnison NP,2013,1,"4,046","14,006",0,,17,4
Black Canyon of the Gunnison NP,2013,2,"3,410","15,856",96,,31,0
Black Canyon of the Gunnison NP,2013,3,"6,698","17,814",74,,31,0
Black Canyon of the Gunnison NP,2013,4,"8,606","24,570",206,,72,13
Black Canyon of the Gunnison NP,2013,5,"23,708","158,096","1,325",,"1,137",105
Black Canyon of the Gunnison NP,2013,6,"21,927","184,494","2,122",,"1,850",175
Black Canyon of the Gunnison NP,2013,7,"37,010","248,675","2,611",,"1,975",95
Black Canyon of the Gunnison NP,2013,8,"33,279","210,625","2,004",,"1,542",90
Black Canyon of the Gunnison NP,2013,9,"23,945","159,130","1,351",,"1,463",56
Black Canyon of the Gunnison NP,2013,10,"5,789","19,585",152,,168,37
Black Canyon of the Gunnison NP,2013,11,"3,296","7,721",0,,14,0
Black Canyon of the Gunnison NP,2013,12,"4,138","12,083",8,,6,0
Black Canyon of the Gunnison NP,2014,1,"3,469","10,578",6,,0,0
Black Canyon of the Gunnison NP,2014,2,"4,031","12,736",15,,0,0
Black Canyon of the Gunnison NP,2014,3,"4,302","8,812",26,,0,0
Black Canyon of the Gunnison NP,2014,4,"6,761","26,579",272,,206,27
Black Canyon of the Gunnison NP,2014,5,"21,157","139,449","1,338",,835,89
Black Canyon of the Gunnison NP,2014,6,"28,536","193,000","1,994",,"1,376",45
Black Canyon of the Gunnison NP,2014,7,"42,253","238,187","1,977",,"1,466",77
Black Canyon of the Gunnison NP,2014,8,"25,712","186,949","1,819",,"1,384",60
Black Canyon of the Gunnison NP,2014,9,"24,788","121,631",737,,358,54
Black Canyon of the Gunnison NP,2014,10,"13,432","86,912","1,257",,"1,473",33
Black Canyon of the Gunnison NP,2014,11,"4,925","18,939",230,,271,3
Black Canyon of the Gunnison NP,2014,12,"3,679","7,965",14,,0,2
Black Canyon of the Gunnison NP,2015,1,"4,600","9,659",8,,0,0
Black Canyon of the Gunnison NP,2015,2,"4,136","8,495",15,,7,0
Black Canyon of the Gunnison NP,2015,3,"5,968","13,332",55,,20,10
Black Canyon of the Gunnison NP,2015,4,"8,896","33,898",377,,145,98
Black Canyon of the Gunnison NP,2015,5,"23,176","141,456","1,121",,879,159
Black Canyon of the Gunnison NP,2015,6,"33,141","216,096","1,948",,"1,575",259
Black Canyon of the Gunnison NP,2015,7,"45,328","297,871","2,970",,"2,682",77
Black Canyon of the Gunnison NP,2015,8,"27,197","203,460","2,276",,"1,720",224
Black Canyon of the Gunnison NP,2015,9,"29,878","191,431","1,958",,917,172
Black Canyon of the Gunnison NP,2015,10,"16,626","84,382","1,585",,638,91
Black Canyon of the Gunnison NP,2015,11,"5,550","14,029",166,,36,0
Black Canyon of the Gunnison NP,2015,12,"4,670","12,317",11,,0,0
Black Canyon of the Gunnison NP,2016,1,"5,510","15,326",19,,3,0
Black Canyon of the Gunnison NP,2016,2,"3,932","9,623",20,,0,0
Black Canyon of the Gunnison NP,2016,3,"2,850","6,544",57,,11,8
Black Canyon of the Gunnison NP,2016,4,"9,871","35,774",545,,110,81
Black Canyon of the Gunnison NP,2016,5,"28,055","223,087","2,758",,"1,556",232
Black Canyon of the Gunnison NP,2016,6,"34,433","258,900","2,780",,"1,899",545
Black Canyon of the Gunnison NP,2016,7,"47,029","342,944","4,197",,"2,429",373
Black Canyon of the Gunnison NP,2016,8,"34,384","282,735","3,856",,"2,162",344
Black Canyon of the Gunnison NP,2016,9,"38,169","248,054","1,930",,"1,819",249
Black Canyon of the Gunnison NP,2016,10,"19,113","120,141","2,299",,"1,326",90
Black Canyon of the Gunnison NP,2016,11,"8,955","39,423",584,,557,14
Black Canyon of the Gunnison NP,2016,12,"5,717","12,988",25,,6,0
Black Canyon of the Gunnison NP,2017,1,"6,925","16,887",19,,8,0
Black Canyon of the Gunnison NP,2017,2,"3,361","7,902",24,,7,0
Black Canyon of the Gunnison NP,2017,3,"7,147","19,739",217,,35,22
Black Canyon of the Gunnison NP,2017,4,"11,292","53,152",804,,307,65
Black Canyon of the Gunnison NP,2017,5,"29,218","218,627","2,290",,"1,602",253
Black Canyon of the Gunnison NP,2017,6,"40,616","307,848","3,895",,"2,309",217
Black Canyon of the Gunnison NP,2017,7,"44,532","327,968","3,868",,"2,549",420
Black Canyon of the Gunnison NP,2017,8,"40,788","287,857","3,205",,"2,017",385
Black Canyon of the Gunnison NP,2017,9,"45,983","308,465","2,776",,"2,741",156
Black Canyon of the Gunnison NP,2017,10,"54,766","145,802","1,367",,493,170
Black Canyon of the Gunnison NP,2017,11,"19,473","43,862",277,,136,15
Black Canyon of the Gunnison NP,2017,12,"3,042","8,445",53,,53,5
Black Canyon of the Gunnison NP,2018,1,"7,600","15,059",8,,11,0
Black Canyon of the Gunnison NP,2018,2,"5,231","13,097",15,,20,0
Black Canyon of the Gunnison NP,2018,3,"7,687","20,016",195,,31,2
Black Canyon of the Gunnison NP,2018,4,"11,728","50,301",718,,228,150
Black Canyon of the Gunnison NP,2018,5,"48,554","344,951","3,240",,"2,728",313
Black Canyon of the Gunnison NP,2018,6,"42,306","320,474","3,479",,"2,475",543
Black Canyon of the Gunnison NP,2018,7,"44,962","344,365","4,265",,"2,576",413
Black Canyon of the Gunnison NP,2018,8,"46,511","318,031","3,548",,"2,212",283
Black Canyon of the Gunnison NP,2018,9,"46,915","259,107","1,549",,"1,227",275
Black Canyon of the Gunnison NP,2018,10,"22,062","84,034","1,311",,607,109
Black Canyon of the Gunnison NP,2018,11,"21,674","69,982","1,169",,410,0
Black Canyon of the Gunnison NP,2018,12,"3,732","8,304",30,,6,0
Bryce Canyon NP,2008,1,"11,024","35,606",36,,70,0
Bryce Canyon NP,2008,2,"14,488","46,856",89,,31,19
Bryce Canyon NP,2008,3,"42,956","150,818",499,,410,5
Bryce Canyon NP,2008,4,"75,143","462,017","1,394",,"1,754",62
