NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Capitol Reef NP,2013,3,"39,512","72,007","1,027",,"1,018",380
Capitol Reef NP,2013,4,"53,120","120,960","1,882",,"2,763",391
Capitol Reef NP,2013,5,"114,082","191,636","2,143",,"2,800",549
Capitol Reef NP,2013,6,"90,063","169,781","2,880",,"2,522",176
Capitol Reef NP,2013,7,"87,889","132,891","2,480",,"1,984",35
Capitol Reef NP,2013,8,"77,279","145,895","2,258",,"2,031",50
Capitol Reef NP,2013,9,"102,187","144,540","1,460",,"2,749",209
Capitol Reef NP,2013,10,"57,139","90,557",789,,"1,293",139
Capitol Reef NP,2013,11,"20,600","30,197",211,,302,35
Capitol Reef NP,2013,12,"8,276","14,323",52,,30,10
Capitol Reef NP,2014,1,"10,548","12,985",49,,26,8
Capitol Reef NP,2014,2,"10,315","15,399",65,,78,3
Capitol Reef NP,2014,3,"40,384","76,882","1,420",,"1,083",379
Capitol Reef NP,2014,4,"70,564","148,440","1,814",,"3,430",511
Capitol Reef NP,2014,5,"120,903","194,023","1,958",,"2,936",376
Capitol Reef NP,2014,6,"96,034","201,206","3,277",,"3,134",168
Capitol Reef NP,2014,7,"90,103","144,962","2,629",,"1,854",67
Capitol Reef NP,2014,8,"94,104","161,774","2,760",,"2,181",98
Capitol Reef NP,2014,9,"120,901","178,329","1,511",,"2,842",132
Capitol Reef NP,2014,10,"95,466","185,328","1,314",,"3,171",282
Capitol Reef NP,2014,11,"24,849","42,085",286,,480,36
Capitol Reef NP,2014,12,"12,343","16,777",64,,70,21
Capitol Reef NP,2015,1,"9,083","10,064",46,,55,16
Capitol Reef NP,2015,2,"15,187","20,317",199,,130,32
Capitol Reef NP,2015,3,"49,126","98,027","1,752",,"1,344",695
Capitol Reef NP,2015,4,"84,453","168,088","1,847",,"3,535",517
Capitol Reef NP,2015,5,"131,165","194,782","1,962",,"2,657",474
Capitol Reef NP,2015,6,"118,355","167,445","2,613",,"2,507",193
Capitol Reef NP,2015,7,"129,060","173,006","3,055",,"2,193",63
Capitol Reef NP,2015,8,"121,043","168,299","2,974",,"1,974",85
Capitol Reef NP,2015,9,"135,543","192,418","1,794",,"2,808",125
Capitol Reef NP,2015,10,"103,721","169,432","1,689",,"2,973",336
Capitol Reef NP,2015,11,"33,425","46,775",356,,433,37
Capitol Reef NP,2015,12,"10,868","13,224",47,,86,20
Capitol Reef NP,2016,1,"10,714","9,250",26,,33,23
Capitol Reef NP,2016,2,"15,529","17,637",99,,108,17
Capitol Reef NP,2016,3,"63,776","119,419","1,932",,"1,491",785
Capitol Reef NP,2016,4,"90,702","166,553","1,820",,"3,196",569
Capitol Reef NP,2016,5,"174,851","237,990","2,318",,"2,883",672
Capitol Reef NP,2016,6,"132,427","194,639","3,090",,"2,119",199
Capitol Reef NP,2016,7,"125,552","180,399","3,147",,"2,141",82
Capitol Reef NP,2016,8,"105,670","161,816","2,896",,"2,000",41
Capitol Reef NP,2016,9,"150,775","209,377","1,880",,"2,826",181
Capitol Reef NP,2016,10,"137,855","212,870","1,534",,"3,132",310
Capitol Reef NP,2016,11,"38,628","66,001",678,,930,105
Capitol Reef NP,2016,12,"18,425","28,727",87,,58,12
Capitol Reef NP,2017,1,"10,546","11,272",92,,68,11
Capitol Reef NP,2017,2,"15,835","21,147",150,,103,19
Capitol Reef NP,2017,3,"58,636","116,980","1,846",,"1,519",800
Capitol Reef NP,2017,4,"146,830","219,514","1,947",,"3,402",659
Capitol Reef NP,2017,5,"175,686","245,981","2,224",,"2,998","1,042"
Capitol Reef NP,2017,6,"135,677","194,930","1,857",,"2,307",194
Capitol Reef NP,2017,7,"137,856","188,547","3,113",,"1,649",103
Capitol Reef NP,2017,8,"113,514","182,059","2,838",,"1,981",64
Capitol Reef NP,2017,9,"168,104","224,460","1,875",,"2,619",236
Capitol Reef NP,2017,10,"119,114","206,722","1,521",,"3,341",483
Capitol Reef NP,2017,11,"48,101","73,006",548,,656,164
Capitol Reef NP,2017,12,"20,266","31,538",128,,181,38
Capitol Reef NP,2018,1,"15,526","19,035",245,,73,22
Capitol Reef NP,2018,2,"21,053","28,792",231,,136,87
Capitol Reef NP,2018,3,"84,364","159,220","2,771",,"2,498","1,022"
Capitol Reef NP,2018,4,"137,321","233,247","1,899",,"4,353",951
Capitol Reef NP,2018,5,"193,280","273,774","2,083",,"4,178",915
Capitol Reef NP,2018,6,"149,564","233,883","3,179",,"3,734",142
Capitol Reef NP,2018,7,"140,103","223,017","4,459",,"2,928",43
Capitol Reef NP,2018,8,"121,651","201,950","3,701",,"2,955",89
Capitol Reef NP,2018,9,"166,826","257,852","4,111",,"2,741",248
Capitol Reef NP,2018,10,"138,490","193,964","1,277",,"2,645",378
Capitol Reef NP,2018,11,"42,478","75,579",722,,836,141
Capitol Reef NP,2018,12,"16,971","19,591",144,,66,10
Carlsbad Caverns NP,2008,1,"15,040","54,992",0,,0,3
Carlsbad Caverns NP,2008,2,"14,496","53,074",0,,0,5
Carlsbad Caverns NP,2008,3,"51,488","188,498",0,,0,31
Carlsbad Caverns NP,2008,4,"25,612","97,370",0,,0,7
Carlsbad Caverns NP,2008,5,"41,793","167,081",0,,0,12
Carlsbad Caverns NP,2008,6,"50,716","206,937",0,,0,10
Carlsbad Caverns NP,2008,7,"65,639","272,358",0,,0,9
Carlsbad Caverns NP,2008,8,"47,223","194,558",0,,0,0
Carlsbad Caverns NP,2008,9,"20,607","88,576",0,,0,1
Carlsbad Caverns NP,2008,10,"22,358","90,569",0,,0,0
Carlsbad Caverns NP,2008,11,"20,657","75,690",0,,0,2
Carlsbad Caverns NP,2008,12,"24,752","90,610",0,,0,6
Carlsbad Caverns NP,2009,1,"18,678","68,416",0,,0,11
Carlsbad Caverns NP,2009,2,"17,729","65,154",0,,0,14
Carlsbad Caverns NP,2009,3,"49,446","180,724",0,,0,11
Carlsbad Caverns NP,2009,4,"35,488","132,273",0,,0,6
Carlsbad Caverns NP,2009,5,"38,857","154,188",0,,0,20
Carlsbad Caverns NP,2009,6,"56,293","230,215",0,,0,6
Carlsbad Caverns NP,2009,7,"74,640","306,845",0,,0,11
Carlsbad Caverns NP,2009,8,"49,047","200,944",0,,0,6
Carlsbad Caverns NP,2009,9,"27,056","109,546",0,,0,3
Carlsbad Caverns NP,2009,10,"24,765","98,964",0,,0,15
Carlsbad Caverns NP,2009,11,"20,582","75,472",0,,0,6
Carlsbad Caverns NP,2009,12,"20,058","73,302",0,,0,5
Carlsbad Caverns NP,2010,1,"15,223","55,732",0,,0,4
Carlsbad Caverns NP,2010,2,"14,125","52,204",0,,0,14
Carlsbad Caverns NP,2010,3,"46,720","171,568",0,,0,27
Carlsbad Caverns NP,2010,4,"32,038","117,776",0,,0,7
Carlsbad Caverns NP,2010,5,"39,024","148,923",0,,0,5
Carlsbad Caverns NP,2010,6,"55,890","228,238",0,,0,18
Carlsbad Caverns NP,2010,7,"75,093","300,292",0,,0,9
Carlsbad Caverns NP,2010,8,"43,954","184,050",0,,0,28
Carlsbad Caverns NP,2010,9,"26,303","107,604",0,,0,27
Carlsbad Caverns NP,2010,10,"28,705","117,018",0,,0,0
Carlsbad Caverns NP,2010,11,"25,756","97,843",0,,0,28
Carlsbad Caverns NP,2010,12,"25,693","94,368",0,,0,3
Carlsbad Caverns NP,2011,1,"14,434","52,926",0,,0,8
Carlsbad Caverns NP,2011,2,"14,132","52,160",0,,0,16
Carlsbad Caverns NP,2011,3,"45,659","167,308",0,,0,20
Carlsbad Caverns NP,2011,4,"30,672","112,650",0,,0,15
Carlsbad Caverns NP,2011,5,"34,475","133,378",0,,0,14
Carlsbad Caverns NP,2011,6,"41,345","164,011",0,,0,4
Carlsbad Caverns NP,2011,7,"62,255","249,565",0,,0,0
Carlsbad Caverns NP,2011,8,"34,053","148,216",0,,0,1
Carlsbad Caverns NP,2011,9,"23,816","96,949",0,,0,4
Carlsbad Caverns NP,2011,10,"24,712","97,924",0,,0,4
Carlsbad Caverns NP,2011,11,"19,532","71,843",0,,0,6
Carlsbad Caverns NP,2011,12,"19,915","73,018",0,,0,15
Carlsbad Caverns NP,2012,1,"14,044","51,586",0,,0,9
Carlsbad Caverns NP,2012,2,"14,080","51,720",0,,0,2
Carlsbad Caverns NP,2012,3,"44,131","161,578",0,,0,28
Carlsbad Caverns NP,2012,4,"31,173","114,852",0,,0,11
Carlsbad Caverns NP,2012,5,"35,411","138,202",0,,0,18
Carlsbad Caverns NP,2012,6,"50,969","203,757",0,,0,9
Carlsbad Caverns NP,2012,7,"62,388","250,780",0,,0,6
Carlsbad Caverns NP,2012,8,"38,677","157,452",0,,0,8
Carlsbad Caverns NP,2012,9,"23,857","96,152",0,,0,15
Carlsbad Caverns NP,2012,10,"23,706","96,290",0,,0,9
Carlsbad Caverns NP,2012,11,"19,748","72,787",0,,0,19
Carlsbad Caverns NP,2012,12,"22,874","83,860",0,,0,17
Carlsbad Caverns NP,2013,1,"13,354","49,142",0,,0,15
Carlsbad Caverns NP,2013,2,"14,541","53,422",0,,0,17
Carlsbad Caverns NP,2013,3,"49,637","181,552",0,,0,30
Carlsbad Caverns NP,2013,4,"29,066","108,402",0,,0,13
Carlsbad Caverns NP,2013,5,"37,253","144,421",0,,0,15
Carlsbad Caverns NP,2013,6,"52,188","208,640",0,,0,14
Carlsbad Caverns NP,2013,7,"67,267","270,176",0,,0,13
Carlsbad Caverns NP,2013,8,"46,967","197,690",0,,0,12
Carlsbad Caverns NP,2013,9,"28,603","114,636",0,,0,12
Carlsbad Caverns NP,2013,10,"8,040","31,538",0,,0,5
Carlsbad Caverns NP,2013,11,"18,746","69,028",0,,0,20
Carlsbad Caverns NP,2013,12,"22,904","83,830",0,,0,10
Carlsbad Caverns NP,2014,1,"16,251","59,848",0,,0,17
Carlsbad Caverns NP,2014,2,"16,157","59,586",0,,0,20
Carlsbad Caverns NP,2014,3,"43,129","158,136",0,,0,36
Carlsbad Caverns NP,2014,4,"34,926","128,266",0,,0,13
Carlsbad Caverns NP,2014,5,"37,253","141,904",0,,0,22
Carlsbad Caverns NP,2014,6,"49,729","197,430",0,,0,6
Carlsbad Caverns NP,2014,7,"65,899","263,816",0,,0,13
Carlsbad Caverns NP,2014,8,"47,616","192,862",0,,0,17
Carlsbad Caverns NP,2014,9,"18,768","74,185",0,,0,0
Carlsbad Caverns NP,2014,10,"23,537","94,064",0,,0,0
Carlsbad Caverns NP,2014,11,"19,874","72,440",0,,0,1
Carlsbad Caverns NP,2014,12,"24,170","88,068",0,,0,1
Carlsbad Caverns NP,2015,1,"11,930","43,780",0,,0,3
Carlsbad Caverns NP,2015,2,"16,416","59,856",0,,0,0
Carlsbad Caverns NP,2015,3,"49,677","181,936",0,,0,32
Carlsbad Caverns NP,2015,4,"37,600","137,972",0,,0,11
Carlsbad Caverns NP,2015,5,"45,315","173,304",0,,0,11
Carlsbad Caverns NP,2015,6,"58,142","233,174",0,,0,17
Carlsbad Caverns NP,2015,7,"82,452","341,775",0,,0,20
Carlsbad Caverns NP,2015,8,"48,084","195,020",0,,0,17
Carlsbad Caverns NP,2015,9,"31,630","126,428",0,,0,9
Carlsbad Caverns NP,2015,10,"29,050","116,811",0,,0,5
Carlsbad Caverns NP,2015,11,"19,488","71,392",0,,0,6
Carlsbad Caverns NP,2015,12,"15,936","58,222",0,,0,4
Carlsbad Caverns NP,2016,1,"13,534","49,848",0,,0,12
Carlsbad Caverns NP,2016,2,"13,046","47,884",0,,0,10
Carlsbad Caverns NP,2016,3,"51,157","187,844",0,,0,48
Carlsbad Caverns NP,2016,4,"27,222","100,284",0,,0,16
Carlsbad Caverns NP,2016,5,"40,834","153,493",0,,0,41
Carlsbad Caverns NP,2016,6,"60,625","246,756",0,,0,29
Carlsbad Caverns NP,2016,7,"89,963","357,662",0,,0,17
Carlsbad Caverns NP,2016,8,"43,799","175,400",0,,0,25
Carlsbad Caverns NP,2016,9,"33,676","135,111",0,,0,6
Carlsbad Caverns NP,2016,10,"32,932","134,582",0,,0,17
Carlsbad Caverns NP,2016,11,"27,810","101,888",0,,0,20
Carlsbad Caverns NP,2016,12,"32,175","117,460",0,,0,10
Carlsbad Caverns NP,2017,1,"17,746","65,212",0,,0,26
Carlsbad Caverns NP,2017,2,"20,342","74,418",0,,0,9
Carlsbad Caverns NP,2017,3,"67,429","246,294",0,,0,32
Carlsbad Caverns NP,2017,4,"45,744","168,464",0,,0,20
Carlsbad Caverns NP,2017,5,"53,960","206,672",0,,0,34
Carlsbad Caverns NP,2017,6,"61,408","245,522",0,,0,10
Carlsbad Caverns NP,2017,7,"81,748","323,189",0,,0,11
Carlsbad Caverns NP,2017,8,"42,952","172,588",0,,0,17
Carlsbad Caverns NP,2017,9,"27,714","110,448",0,,0,15
Carlsbad Caverns NP,2017,10,"31,570","126,222",0,,0,6
Carlsbad Caverns NP,2017,11,"38,440","143,958",0,,0,16
Carlsbad Caverns NP,2017,12,"30,973","112,980",0,,0,6
Carlsbad Caverns NP,2018,1,"19,172","70,152",0,,0,10
Carlsbad Caverns NP,2018,2,"21,051","77,168",0,,0,14
Carlsbad Caverns NP,2018,3,"64,669","236,956",0,,0,60
Carlsbad Caverns NP,2018,4,"33,182","122,690",0,,0,8
Carlsbad Caverns NP,2018,5,"39,735","150,194",0,,0,20
Carlsbad Caverns NP,2018,6,"63,091","250,476",0,,0,11
Carlsbad Caverns NP,2018,7,"76,302","301,392",0,,0,6
Carlsbad Caverns NP,2018,8,"37,116","147,862",0,,0,7
Carlsbad Caverns NP,2018,9,"31,053","123,275",0,,0,8
Carlsbad Caverns NP,2018,10,"44,238","183,034",0,,0,21
Carlsbad Caverns NP,2018,11,"27,358","100,286",0,,0,15
Carlsbad Caverns NP,2018,12,"8,945","32,882",0,,0,4
Channel Islands NP,2008,1,"13,861","62,609",0,,0,138
Channel Islands NP,2008,2,"19,698","56,981",0,,0,31
Channel Islands NP,2008,3,"30,885","110,508",0,,0,3
Channel Islands NP,2008,4,"29,361","303,697",0,,0,"1,046"
Channel Islands NP,2008,5,"22,006","197,526",0,,0,"1,809"
Channel Islands NP,2008,6,"36,709","463,326",0,,0,"1,992"
Channel Islands NP,2008,7,"46,116","612,968",0,,0,"3,231"
Channel Islands NP,2008,8,"46,593","647,833",0,,0,"3,951"
Channel Islands NP,2008,9,"30,425","393,503",0,,0,"2,249"
Channel Islands NP,2008,10,"23,139","241,151",0,,0,"1,322"
Channel Islands NP,2008,11,"18,847","191,276",0,,0,964
Channel Islands NP,2008,12,"14,537","111,689",0,,0,213
Channel Islands NP,2009,1,"17,352","65,720",0,,0,0
Channel Islands NP,2009,2,"24,320","146,624",0,,0,303
Channel Islands NP,2009,3,"35,244","204,923",0,,0,807
Channel Islands NP,2009,4,"36,596","300,894",0,,0,"1,522"
Channel Islands NP,2009,5,"39,758","532,601",0,,0,"2,435"
Channel Islands NP,2009,6,"29,663","284,993",0,,0,"2,301"
Channel Islands NP,2009,7,"42,749","531,848",0,,0,"3,608"
Channel Islands NP,2009,8,"46,835","640,436",0,,0,"4,113"
Channel Islands NP,2009,9,"29,820","337,769",0,,0,"2,946"
Channel Islands NP,2009,10,"19,619","180,896",0,,0,"1,789"
Channel Islands NP,2009,11,"14,275","77,372",0,,0,124
Channel Islands NP,2009,12,"12,514","47,345",0,,0,249
Channel Islands NP,2010,1,"19,213","61,937",0,,0,140
Channel Islands NP,2010,2,"23,044","87,278",0,,0,239
Channel Islands NP,2010,3,"24,377","160,966",0,,0,"1,093"
Channel Islands NP,2010,4,"22,903","173,916",0,,0,"1,180"
Channel Islands NP,2010,5,"26,806","203,855",0,,0,"2,089"
Channel Islands NP,2010,6,"27,992","263,382",0,,0,"2,223"
Channel Islands NP,2010,7,"29,118","164,707",0,,0,"10,228"
Channel Islands NP,2010,8,"32,454","310,012",0,,0,"3,671"
Channel Islands NP,2010,9,"22,813","138,164",0,,0,"7,845"
Channel Islands NP,2010,10,"16,520","101,855",0,,0,"4,948"
Channel Islands NP,2010,11,"19,691","107,034",0,,0,"3,239"
Channel Islands NP,2010,12,"12,584","53,446",0,,0,176
Channel Islands NP,2011,1,"14,343","50,850",0,,0,204
Channel Islands NP,2011,2,"5,384","34,967",0,,0,249
Channel Islands NP,2011,3,"16,432","37,892",0,,0,"2,547"
Channel Islands NP,2011,4,"24,939","170,618",0,,0,"1,809"
Channel Islands NP,2011,5,"20,563","110,409",0,,0,"1,244"
Channel Islands NP,2011,6,"27,136","180,023",0,,0,"1,780"
Channel Islands NP,2011,7,"38,637","344,675",0,,0,"3,166"
Channel Islands NP,2011,8,"30,872","297,918",0,,0,"3,519"
Channel Islands NP,2011,9,"21,264","172,907",0,,0,"3,158"
Channel Islands NP,2011,10,"19,337","163,704",0,,0,"3,216"
Channel Islands NP,2011,11,"11,667","45,410",0,,0,811
Channel Islands NP,2011,12,"12,182","51,605",0,,0,"1,128"
Channel Islands NP,2012,1,"15,786","57,398",0,,0,229
Channel Islands NP,2012,2,"17,918","95,889",0,,0,353
Channel Islands NP,2012,3,"20,902","113,238",0,,0,841
Channel Islands NP,2012,4,"19,663","140,120",0,,0,"1,080"
Channel Islands NP,2012,5,"24,524","211,846",0,,0,"1,678"
Channel Islands NP,2012,6,"29,404","284,081",0,,0,"2,803"
Channel Islands NP,2012,7,"36,269","347,567",0,,0,"3,772"
Channel Islands NP,2012,8,"33,227","334,878",0,,0,"3,624"
Channel Islands NP,2012,9,"24,867","246,438",0,,0,"2,540"
Channel Islands NP,2012,10,"19,904","187,384",0,,0,"1,605"
Channel Islands NP,2012,11,"4,999","101,952",0,,0,985
Channel Islands NP,2012,12,"2,131","33,264",0,,0,275
Channel Islands NP,2013,1,"12,800","39,200",0,,0,370
Channel Islands NP,2013,2,"10,671","61,246",0,,0,261
Channel Islands NP,2013,3,"15,541","100,401",0,,0,"1,622"
Channel Islands NP,2013,4,"18,927","163,646",0,,0,"1,366"
Channel Islands NP,2013,5,"21,009","184,877",0,,0,"1,910"
Channel Islands NP,2013,6,"24,797","197,878",0,,0,"2,776"
Channel Islands NP,2013,7,"27,997","220,785",0,,0,"3,535"
Channel Islands NP,2013,8,"26,273","264,736",0,,0,"3,803"
Channel Islands NP,2013,9,"18,851","136,689",0,,0,"2,887"
Channel Islands NP,2013,10,"7,193","62,241",0,,0,117
Channel Islands NP,2013,11,"13,638","104,135",0,,0,896
Channel Islands NP,2013,12,"14,332","99,424",0,,0,489
Channel Islands NP,2014,1,"18,927","113,620",0,,0,267
Channel Islands NP,2014,2,"21,183","147,004",0,,0,364
Channel Islands NP,2014,3,"32,109","334,017",0,,0,"1,461"
Channel Islands NP,2014,4,"25,698","199,350",0,,0,"1,818"
Channel Islands NP,2014,5,"32,869","390,435",0,,0,"2,482"
Channel Islands NP,2014,6,"43,584","573,173",0,,0,"2,747"
Channel Islands NP,2014,7,"50,470","629,703",0,,0,"4,106"
Channel Islands NP,2014,8,"39,208","476,864",0,,0,"4,207"
Channel Islands NP,2014,9,"27,100","286,062",0,,0,"2,952"
Channel Islands NP,2014,10,"18,271","160,202",0,,0,"1,331"
Channel Islands NP,2014,11,"17,923","134,932",0,,0,818
Channel Islands NP,2014,12,"14,819","80,404",0,,0,515
Channel Islands NP,2015,1,"19,847","131,818",0,,0,304
Channel Islands NP,2015,2,"21,653","176,596",0,,0,326
Channel Islands NP,2015,3,"29,901","297,145",0,,0,"1,621"
Channel Islands NP,2015,4,"23,479","176,168",0,,0,"1,538"
Channel Islands NP,2015,5,"34,023","449,487",0,,0,"2,260"
Channel Islands NP,2015,6,"33,193","341,090",0,,0,"2,946"
Channel Islands NP,2015,7,"46,749","617,318",0,,0,"4,163"
Channel Islands NP,2015,8,"35,392","413,288",0,,0,"3,238"
Channel Islands NP,2015,9,"24,994","230,909",0,,0,"3,862"
Channel Islands NP,2015,10,"21,871","225,532",0,,0,"1,972"
Channel Islands NP,2015,11,"18,913","174,203",0,,0,873
Channel Islands NP,2015,12,"14,801","77,701",0,,0,223
Channel Islands NP,2016,1,"15,710","59,409",0,,0,279
Channel Islands NP,2016,2,"20,168","104,168",0,,0,602
Channel Islands NP,2016,3,"28,054","188,205",0,,0,"1,123"
Channel Islands NP,2016,4,"26,142","177,650",0,,0,"1,213"
Channel Islands NP,2016,5,"33,476","336,460",0,,0,"2,572"
Channel Islands NP,2016,6,"39,342","444,532",0,,0,"3,267"
Channel Islands NP,2016,7,"49,119","526,388",0,,0,"3,720"
Channel Islands NP,2016,8,"45,123","529,788",0,,0,"4,154"
Channel Islands NP,2016,9,"39,450","501,250",0,,0,"3,364"
Channel Islands NP,2016,10,"28,906","303,311",0,,0,"1,325"
Channel Islands NP,2016,11,"20,029","159,804",0,,0,767
Channel Islands NP,2016,12,"19,288","134,530",0,,0,499
Channel Islands NP,2017,1,"18,887","94,216",0,,0,298
Channel Islands NP,2017,2,"20,325","104,978",0,,0,226
Channel Islands NP,2017,3,"32,263","259,306",0,,0,"1,309"
Channel Islands NP,2017,4,"33,888","322,936",0,,0,"1,775"
Channel Islands NP,2017,5,"37,528","443,485",0,,0,"2,747"
Channel Islands NP,2017,6,"44,852","568,134",0,,0,"3,051"
Channel Islands NP,2017,7,"56,194","677,662",0,,0,"3,729"
Channel Islands NP,2017,8,"40,750","492,759",0,,0,"3,107"
Channel Islands NP,2017,9,"33,063","391,828",0,,0,"3,189"
Channel Islands NP,2017,10,"25,495","262,857",0,,0,"2,084"
Channel Islands NP,2017,11,"23,696","200,131",0,,0,"1,019"
Channel Islands NP,2017,12,"16,746","114,579",0,,0,400
Channel Islands NP,2018,1,"15,986","96,626",0,,0,284
Channel Islands NP,2018,2,"24,878","133,415",0,,0,523
Channel Islands NP,2018,3,"30,668","243,711",0,,0,"1,171"
Channel Islands NP,2018,4,"37,565","419,761",0,,0,"1,672"
Channel Islands NP,2018,5,"33,616","422,704",0,,0,"1,979"
Channel Islands NP,2018,6,"39,141","471,492",0,,0,"2,183"
Channel Islands NP,2018,7,"49,533","530,999",0,,0,"3,301"
Channel Islands NP,2018,8,"39,684","443,800",0,,0,"3,377"
Channel Islands NP,2018,9,"31,267","338,458",0,,0,"2,836"
Channel Islands NP,2018,10,"26,844","281,746",0,,0,"1,843"
Channel Islands NP,2018,11,"21,703","207,970",0,,0,"1,960"
Channel Islands NP,2018,12,"15,365","134,384",0,,0,334
Congaree NP,2008,1,"6,444","24,471",0,,0,58
Congaree NP,2008,2,"13,877","47,550",0,,0,98
Congaree NP,2008,3,"12,122","52,827",0,,0,178
Congaree NP,2008,4,"11,080","45,619",0,,0,199
Congaree NP,2008,5,"11,671","42,233",0,,0,48
Congaree NP,2008,6,"6,699","22,396",0,,0,53
Congaree NP,2008,7,"3,749","13,207",0,,0,67
Congaree NP,2008,8,"7,282","24,245",0,,0,33
Congaree NP,2008,9,"8,941","29,783",0,,0,40
Congaree NP,2008,10,"7,295","32,905",0,,0,194
Congaree NP,2008,11,"8,327","33,100",0,,0,70
Congaree NP,2008,12,"7,426","27,759",0,,0,46
Congaree NP,2009,1,"4,982","17,285",0,,0,34
Congaree NP,2009,2,"9,081","33,942",0,,0,107
Congaree NP,2009,3,"11,524","45,933",0,,0,56
Congaree NP,2009,4,"13,695","54,825",0,,0,138
Congaree NP,2009,5,"20,902","68,906",0,,0,42
Congaree NP,2009,6,"7,011","24,554",0,,0,51
Congaree NP,2009,7,"9,052","31,075",0,,0,49
Congaree NP,2009,8,"7,381","25,683",0,,0,54
Congaree NP,2009,9,"11,086","39,818",0,,0,0
Congaree NP,2009,10,"11,511","44,233",0,,0,151
Congaree NP,2009,11,"10,762","41,787",0,,0,143
Congaree NP,2009,12,"5,983","20,428",0,,0,36
Congaree NP,2010,1,"5,241","19,303",0,,0,17
Congaree NP,2010,2,"17,022","55,607",0,,0,62
Congaree NP,2010,3,"21,712","89,836",0,,0,463
Congaree NP,2010,4,"3,936","24,867",0,,0,130
Congaree NP,2010,5,"9,081","39,123",0,,0,92
Congaree NP,2010,6,"9,992","34,037",0,,0,93
Congaree NP,2010,7,"10,169","33,566",0,,0,42
Congaree NP,2010,8,"6,829","24,107",0,,0,14
Congaree NP,2010,9,"7,187","24,581",0,,0,22
Congaree NP,2010,10,"13,568","58,383",0,,0,154
Congaree NP,2010,11,"11,640","41,499",0,,0,59
Congaree NP,2010,12,"4,831","18,332",0,,0,26
Congaree NP,2011,1,"6,657","24,390",0,,0,30
Congaree NP,2011,2,"8,621","41,584",0,,0,190
Congaree NP,2011,3,"12,582","55,287",0,,0,159
Congaree NP,2011,4,"11,277","48,210",0,,0,102
Congaree NP,2011,5,"11,215","40,866",0,,0,43
Congaree NP,2011,6,"11,689","39,988",0,,0,92
Congaree NP,2011,7,"3,233","13,959",0,,0,72
Congaree NP,2011,8,"11,117","36,432",0,,0,10
Congaree NP,2011,9,"15,493","54,740",0,,0,47
Congaree NP,2011,10,"11,676","47,328",0,,0,133
Congaree NP,2011,11,"9,825","39,174",0,,0,184
Congaree NP,2011,12,"6,781","28,604",0,,0,114
Congaree NP,2012,1,"8,132","33,995",0,,0,132
Congaree NP,2012,2,"6,641","30,424",0,,0,100
Congaree NP,2012,3,"11,524","48,312",0,,0,104
Congaree NP,2012,4,"11,967","52,342",0,,0,79
Congaree NP,2012,5,"14,102","52,127",0,,0,125
Congaree NP,2012,6,"6,388","23,205",0,,0,55
Congaree NP,2012,7,"8,362","30,025",0,,0,19
Congaree NP,2012,8,"7,088","23,744",0,,0,17
Congaree NP,2012,9,"8,501","31,324",0,,0,25
Congaree NP,2012,10,"11,004","44,552",0,,0,51
Congaree NP,2012,11,"9,470","40,769",0,,0,105
Congaree NP,2012,12,"6,506","26,158",0,,0,55
Congaree NP,2013,1,"10,098","34,834",0,,0,100
Congaree NP,2013,2,"6,197","28,371",0,,0,85
Congaree NP,2013,3,"12,453","49,820",0,,0,85
Congaree NP,2013,4,"14,120","62,020",0,,0,83
Congaree NP,2013,5,"12,612","49,836",0,,0,75
Congaree NP,2013,6,"11,977","40,970",0,,0,29
Congaree NP,2013,7,"11,859","39,378",0,,0,6
Congaree NP,2013,8,"8,064","26,891",0,,0,13
Congaree NP,2013,9,"8,220","29,920",0,,0,12
Congaree NP,2013,10,"6,794","25,302",0,,0,6
Congaree NP,2013,11,"11,044","38,312",0,,0,28
Congaree NP,2013,12,"6,902","24,087",0,,0,57
Congaree NP,2014,1,"7,994","25,681",0,,0,21
Congaree NP,2014,2,"7,710","30,850",0,,0,39
Congaree NP,2014,3,"12,177","45,651",0,,0,24
Congaree NP,2014,4,"16,771","60,272",0,,0,58
Congaree NP,2014,5,"9,351","33,014",0,,0,52
Congaree NP,2014,6,"9,408","31,603",0,,0,15
Congaree NP,2014,7,"7,909","26,107",0,,0,15
Congaree NP,2014,8,"9,751","32,812",0,,0,71
Congaree NP,2014,9,"9,756","31,489",0,,0,4
Congaree NP,2014,10,"11,901","43,402",0,,0,22
Congaree NP,2014,11,"10,325","38,415",0,,0,120
Congaree NP,2014,12,"7,069","24,248",0,,0,19
Congaree NP,2015,1,"3,435","15,804",0,,0,34
Congaree NP,2015,2,"6,068","24,885",0,,0,50
Congaree NP,2015,3,"11,150","49,411",0,,0,67
Congaree NP,2015,4,"10,804","45,592",0,,0,56
Congaree NP,2015,5,"10,988","42,624",0,,0,50
Congaree NP,2015,6,"7,964","27,612",0,,0,40
Congaree NP,2015,7,"8,640","30,580",0,,0,13
Congaree NP,2015,8,"4,946","18,258",0,,0,33
Congaree NP,2015,9,"3,880","15,501",0,,0,25
